stage,metric,value,ci_lower,ci_upper
search,true_positives,6,,
search,false_negatives,124,,
search,false_positives,302,,
search,recall,0.046153846153846156,0.02132166236323716,0.0970391462343887
search,precision,0.01948051948051948,0.008957808041503316,0.04184234177814872
abstract,true_positives,5,,
abstract,false_negatives,1,,
abstract,false_positives,14,,
abstract,recall_in_search,0.8333333333333334,0.43649056343635395,0.9699474141282697
abstract,recall_all_meta,0.038461538461538464,0.016538182454457935,0.08687958900075479
abstract,precision,0.2631578947368421,0.11806238339540162,0.48791968441070643
fulltext,true_positives,0,,
fulltext,false_negatives,6,,
fulltext,false_positives,0,,
fulltext,additional_false_negatives,5,,
fulltext,recall_in_search,0.0,0,0.3903430336530645
fulltext,recall_all_meta,0.0,0,0.02870258574314712
fulltext,precision,0,0.0,0.0
fulltext_with_coords,true_positives,0,,
fulltext_with_coords,false_negatives,6,,
fulltext_with_coords,false_positives,0,,
fulltext_with_coords,recall_in_search,0.0,0,0.3903430336530645
fulltext_with_coords,recall_all_meta,0.0,0,0.02870258574314712
fulltext_with_coords,precision,0,0.0,0.0
