stage,metric,value,ci_lower,ci_upper
search,true_positives,77,,
search,false_negatives,49,,
search,false_positives,6850,,
search,recall,0.6111111111111112,0.5239056154167172,0.6917417579982748
search,precision,0.011115923199076078,0.008903710332447416,0.013870089605499514
abstract,true_positives,73,,
abstract,false_negatives,4,,
abstract,false_positives,883,,
abstract,recall_in_search,0.948051948051948,0.8739053481109362,0.9796156113950607
abstract,recall_all_meta,0.5793650793650794,0.49207071941351854,0.6619631187400472
abstract,precision,0.07635983263598327,0.06116884494915656,0.09494191332595883
fulltext,true_positives,4,,
fulltext,false_negatives,0,,
fulltext,false_positives,44,,
fulltext,additional_false_negatives,0,,
fulltext,missing_full_text,69,,
fulltext,incomplete_full_text,0,,
fulltext,false_negatives_all_texts,73,,
fulltext,false_negatives_fulltext_only,0,,
fulltext,omitted_incomplete_fulltext,0,,
fulltext,recall_in_search,1.0,0.5100999795960008,1
fulltext,recall_fulltext_only,1.0,0.5100999795960008,1
fulltext,absolute_recall_all_texts,0.05194805194805195,0.02038438860493938,0.12609465188906374
fulltext,recall_all_meta,0.031746031746031744,0.012413078146214646,0.07878727674774846
fulltext,precision,0.08333333333333333,0.03288322434995555,0.19553565161066291
fulltext,precision_fulltext_only,0.08333333333333333,0.03288322434995555,0.19553565161066291
fulltext_with_coords,true_positives,2,,
fulltext_with_coords,false_negatives,2,,
fulltext_with_coords,false_positives,30,,
fulltext_with_coords,omitted_incomplete_fulltext,0,,
fulltext_with_coords,recall_in_search,0.5,0.15003570882017148,0.8499642911798285
fulltext_with_coords,recall_all_meta,0.015873015873015872,0.00436371038878235,0.05602987687446764
fulltext_with_coords,precision,0.0625,0.017310203195157234,0.2014746724800358
