pmid,type,source,full_text_path,in_included_set
10024560,unavailable,pubget,,True
10025564,unavailable,pubget,,True
10025606,unavailable,pubget,,True
10030646,unavailable,pubget,,True
10050895,unavailable,pubget,,True
10071049,unavailable,pubget,,True
10080553,unavailable,pubget,,True
10088900,unavailable,pubget,,True
10094234,unavailable,pubget,,True
10096413,unavailable,pubget,,True
10096415,unavailable,pubget,,True
10097158,unavailable,pubget,,True
10097992,unavailable,pubget,,True
10100232,unavailable,pubget,,True
10195166,unavailable,pubget,,True
10197540,unavailable,pubget,,True
10199643,unavailable,pubget,,True
10211469,unavailable,pubget,,True
10218904,unavailable,pubget,,True
10219788,unavailable,pubget,,True
10220229,unavailable,pubget,,True
10318979,unavailable,pubget,,True
10322569,unavailable,pubget,,True
10329291,unavailable,pubget,,True
10349294,unavailable,pubget,,True
10353369,unavailable,pubget,,True
10356060,unavailable,pubget,,True
10363454,unavailable,pubget,,True
10371535,unavailable,pubget,,True
10377359,unavailable,pubget,,True
10385578,unavailable,pubget,,True
10385579,unavailable,pubget,,True
10385580,unavailable,pubget,,True
10389670,unavailable,pubget,,True
10390024,unavailable,pubget,,True
10390725,unavailable,pubget,,True
10392375,unavailable,pubget,,True
10392545,unavailable,pubget,,True
10402199,unavailable,pubget,,True
10426417,unavailable,pubget,,True
10428191,unavailable,pubget,,True
10432181,unavailable,pubget,,True
10433263,unavailable,pubget,,True
10435827,unavailable,pubget,,True
10439584,unavailable,pubget,,True
10449122,unavailable,pubget,,True
10450259,unavailable,pubget,,True
10454134,unavailable,pubget,,True
10468516,unavailable,pubget,,True
10468630,unavailable,pubget,,True
10471847,unavailable,pubget,,True
10471848,unavailable,pubget,,True
10486407,unavailable,pubget,,True
10495195,unavailable,pubget,,True
10506097,unavailable,pubget,,True
10510193,unavailable,pubget,,True
10511640,unavailable,pubget,,True
10524597,unavailable,pubget,,True
10547332,unavailable,pubget,,True
10548667,unavailable,pubget,,True
10552242,unavailable,pubget,,True
10554243,unavailable,pubget,,True
10554592,unavailable,pubget,,True
10554992,unavailable,pubget,,True
10571235,unavailable,pubget,,True
