stage,metric,value,ci_lower,ci_upper
search,true_positives,127,,
search,false_negatives,44,,
search,false_positives,4754,,
search,recall,0.7426900584795322,0.6723400442709234,0.8023753552678591
search,precision,0.02601925834869904,0.021912176547292897,0.03087184822026559
abstract,true_positives,111,,
abstract,false_negatives,16,,
abstract,false_positives,1207,,
abstract,recall_in_search,0.8740157480314961,0.8051244448916736,0.9209443283425273
abstract,recall_all_meta,0.6491228070175439,0.5750288904421552,0.7166637044551689
abstract,precision,0.08421851289833081,0.0704066659791873,0.10044708835870012
fulltext,true_positives,56,,
fulltext,false_negatives,12,,
fulltext,false_positives,448,,
fulltext,additional_false_negatives,12,,
fulltext,missing_full_text,24,,
fulltext,incomplete_full_text,23,,
fulltext,false_negatives_all_texts,71,,
fulltext,false_negatives_fulltext_only,12,,
fulltext,omitted_incomplete_fulltext,23,,
fulltext,recall_in_search,0.8235294117647058,0.7163933737056788,0.8960651461491128
fulltext,recall_fulltext_only,0.8235294117647058,0.7163933737056788,0.8960651461491128
fulltext,absolute_recall_all_texts,0.4409448818897638,0.3575859849966562,0.5277715771242595
fulltext,recall_all_meta,0.32748538011695905,0.26160930483355777,0.40094239910875346
fulltext,precision,0.1111111111111111,0.08656158870659428,0.14154418285682235
fulltext,precision_fulltext_only,0.1111111111111111,0.08656158870659428,0.14154418285682235
fulltext_with_coords,true_positives,49,,
fulltext_with_coords,false_negatives,19,,
fulltext_with_coords,false_positives,328,,
fulltext_with_coords,omitted_incomplete_fulltext,23,,
fulltext_with_coords,recall_in_search,0.7205882352941176,0.6043634045165331,0.8132219499299158
fulltext_with_coords,recall_all_meta,0.28654970760233917,0.224054009600026,0.3584252173116472
fulltext_with_coords,precision,0.129973474801061,0.09972674709305947,0.167685216305897
