stage,metric,value,ci_lower,ci_upper
search,true_positives,238,,
search,false_negatives,0,,
search,false_positives,248,,
search,recall,1.0,0.9841152225258184,0.9999999999999999
search,precision,0.4897119341563786,0.44552287474950564,0.5340623626006908
abstract,true_positives,237,,
abstract,false_negatives,1,,
abstract,false_positives,138,,
abstract,recall_in_search,0.9957983193277311,0.9765874128692085,0.9992579338370651
abstract,recall_all_meta,0.9957983193277311,0.9765874128692085,0.9992579338370651
abstract,precision,0.632,0.5820795583963813,0.6792433797392406
fulltext,true_positives,218,,
fulltext,false_negatives,3,,
fulltext,false_positives,100,,
fulltext,additional_false_negatives,3,,
fulltext,missing_full_text,1,,
fulltext,incomplete_full_text,15,,
fulltext,false_negatives_all_texts,20,,
fulltext,false_negatives_fulltext_only,3,,
fulltext,omitted_incomplete_fulltext,15,,
fulltext,recall_in_search,0.9864253393665159,0.9608558129412927,0.9953729276476375
fulltext,recall_fulltext_only,0.9864253393665159,0.9608558129412927,0.9953729276476375
fulltext,absolute_recall_all_texts,0.9159663865546218,0.8737731531497018,0.9449445529852226
fulltext,recall_all_meta,0.9159663865546218,0.8737731531497018,0.9449445529852226
fulltext,precision,0.6855345911949685,0.6325450331460514,0.7340949537294799
fulltext,precision_fulltext_only,0.6855345911949685,0.6325450331460514,0.7340949537294799
fulltext_with_coords,true_positives,153,,
fulltext_with_coords,false_negatives,68,,
fulltext_with_coords,false_positives,44,,
fulltext_with_coords,omitted_incomplete_fulltext,15,,
fulltext_with_coords,recall_in_search,0.6923076923076923,0.6286036183466077,0.7494403023513414
fulltext_with_coords,recall_all_meta,0.6428571428571429,0.5801547461230793,0.7010210317414404
fulltext_with_coords,precision,0.7766497461928934,0.7135139078788625,0.8292023421410538
