stage,metric,value,ci_lower,ci_upper
search,true_positives,92,,
search,false_negatives,61,,
search,false_positives,677,,
search,recall,0.6013071895424836,0.5221567130978318,0.675494930343704
search,precision,0.11963589076723016,0.09856772088523531,0.1444854480953165
abstract,true_positives,92,,
abstract,false_negatives,0,,
abstract,false_positives,489,,
abstract,recall_in_search,1.0,0.9599171967079014,1
abstract,recall_all_meta,0.6013071895424836,0.5221567130978318,0.675494930343704
abstract,precision,0.15834767641996558,0.13091931193536316,0.19026440686986545
fulltext,true_positives,85,,
fulltext,false_negatives,2,,
fulltext,false_positives,304,,
fulltext,additional_false_negatives,2,,
fulltext,missing_full_text,5,,
fulltext,incomplete_full_text,0,,
fulltext,false_negatives_all_texts,7,,
fulltext,false_negatives_fulltext_only,2,,
fulltext,omitted_incomplete_fulltext,0,,
fulltext,recall_in_search,0.9770114942528736,0.9200052672522923,0.9936730475286013
fulltext,recall_fulltext_only,0.9770114942528736,0.9200052672522923,0.9936730475286013
fulltext,absolute_recall_all_texts,0.9239130434782609,0.851185925341617,0.9626569153455167
fulltext,recall_all_meta,0.5555555555555556,0.4764154390166893,0.6319741719028626
fulltext,precision,0.2185089974293059,0.18030479754731488,0.2622186011966063
fulltext,precision_fulltext_only,0.2185089974293059,0.18030479754731488,0.2622186011966063
fulltext_with_coords,true_positives,67,,
fulltext_with_coords,false_negatives,20,,
fulltext_with_coords,false_positives,188,,
fulltext_with_coords,omitted_incomplete_fulltext,0,,
fulltext_with_coords,recall_in_search,0.7701149425287356,0.6714152628853797,0.8459688430748852
fulltext_with_coords,recall_all_meta,0.43790849673202614,0.3617681656177596,0.5170905045309765
fulltext_with_coords,precision,0.2627450980392157,0.21253225697118083,0.3200003807501127
