pmid,type,source,full_text_path,in_included_set
10717898,unavailable,pubget,,True
11013373,unavailable,pubget,,True
11467905,unavailable,pubget,,True
11511909,unavailable,pubget,,True
11972095,unavailable,pubget,,True
12440811,unavailable,pubget,,True
12495527,unavailable,pubget,,True
14595651,unavailable,pubget,,True
15459077,unavailable,pubget,,True
15658124,unavailable,pubget,,True
16122000,unavailable,pubget,,True
16180622,unavailable,pubget,,True
16201122,unavailable,pubget,,True
16776372,unavailable,pubget,,True
17062771,unavailable,pubget,,True
17151993,unavailable,pubget,,True
17520201,unavailable,pubget,,True
17566201,unavailable,pubget,,True
17580660,unavailable,pubget,,True
18281886,unavailable,pubget,,True
18323752,unavailable,pubget,,True
18345992,unavailable,pubget,,True
18726967,unavailable,pubget,,True
19171889,unavailable,pubget,,True
19564769,unavailable,pubget,,True
19735480,unavailable,pubget,,True
19995843,unavailable,pubget,,True
20141309,unavailable,pubget,,True
20652311,unavailable,pubget,,True
20726753,unavailable,pubget,,True
21464361,unavailable,pubget,,True
22262538,unavailable,pubget,,True
22369232,unavailable,pubget,,True
22396079,unavailable,pubget,,True
22617632,unavailable,pubget,,True
23074972,unavailable,pubget,,True
23943190,unavailable,pubget,,True
24615897,unavailable,pubget,,True
24661162,unavailable,pubget,,True
25046244,unavailable,pubget,,True
25455569,unavailable,pubget,,True
26168376,unavailable,pubget,,True
26886102,unavailable,pubget,,True
26989966,unavailable,pubget,,True
27447790,unavailable,pubget,,True
27455992,unavailable,pubget,,True
27819447,unavailable,pubget,,True
27997290,unavailable,pubget,,True
28045309,unavailable,pubget,,True
28177183,unavailable,pubget,,True
28269815,unavailable,pubget,,True
28324197,unavailable,pubget,,True
28644924,unavailable,pubget,,True
28825953,unavailable,pubget,,True
28866781,unavailable,pubget,,True
28901577,unavailable,pubget,,True
28975416,unavailable,pubget,,True
29631964,unavailable,pubget,,True
29752488,unavailable,pubget,,True
29934780,unavailable,pubget,,True
30095582,unavailable,pubget,,True
30169702,unavailable,pubget,,True
30169711,unavailable,pubget,,True
31076864,unavailable,pubget,,True
31525530,unavailable,pubget,,True
31888419,unavailable,pubget,,True
