stage,metric,value,ci_lower,ci_upper
search,true_positives,79,,
search,false_negatives,0,,
search,false_positives,0,,
search,recall,1.0,0.9536271631644004,1
search,precision,1.0,0.9536271631644004,1
abstract,true_positives,71,,
abstract,false_negatives,8,,
abstract,false_positives,0,,
abstract,recall_in_search,0.8987341772151899,0.8126986682072592,0.9477888163415664
abstract,recall_all_meta,0.8987341772151899,0.8126986682072592,0.9477888163415664
abstract,precision,1.0,0.9486702582520953,1
fulltext,true_positives,61,,
fulltext,false_negatives,2,,
fulltext,false_positives,0,,
fulltext,additional_false_negatives,2,,
fulltext,missing_full_text,13,,
fulltext,incomplete_full_text,0,,
fulltext,false_negatives_all_texts,18,,
fulltext,false_negatives_fulltext_only,2,,
fulltext,omitted_incomplete_fulltext,0,,
fulltext,recall_in_search,0.9682539682539683,0.8914331816504081,0.9912506559597031
fulltext,recall_fulltext_only,0.9682539682539683,0.8914331816504081,0.9912506559597031
fulltext,absolute_recall_all_texts,0.7721518987341772,0.6683294466956345,0.8507334395837226
fulltext,recall_all_meta,0.7721518987341772,0.6683294466956345,0.8507334395837226
fulltext,precision,1.0,0.9407540837980555,1
fulltext,precision_fulltext_only,1.0,0.9407540837980555,1
fulltext_with_coords,true_positives,54,,
fulltext_with_coords,false_negatives,9,,
fulltext_with_coords,false_positives,0,,
fulltext_with_coords,omitted_incomplete_fulltext,0,,
fulltext_with_coords,recall_in_search,0.8571428571428571,0.7502520495450894,0.9229813859202495
fulltext_with_coords,recall_all_meta,0.6835443037974683,0.5745170514704334,0.7755486160202958
fulltext_with_coords,precision,1.0,0.9335841332189981,1
