stage,metric,value,ci_lower,ci_upper
search,true_positives,56,,
search,false_negatives,32,,
search,false_positives,218,,
search,recall,0.6363636363636364,0.5321109452578119,0.7292085439496931
search,precision,0.20437956204379562,0.16087467499728098,0.25605929025486274
abstract,true_positives,50,,
abstract,false_negatives,6,,
abstract,false_positives,102,,
abstract,recall_in_search,0.8928571428571429,0.7853131324833861,0.9499613254188092
abstract,recall_all_meta,0.5681818181818182,0.46398482983322936,0.6666749147705233
abstract,precision,0.32894736842105265,0.25927757808460494,0.4070502830256506
fulltext,true_positives,19,,
fulltext,false_negatives,28,,
fulltext,false_positives,14,,
fulltext,additional_false_negatives,28,,
fulltext,missing_full_text,2,,
fulltext,incomplete_full_text,1,,
fulltext,false_negatives_all_texts,37,,
fulltext,false_negatives_fulltext_only,28,,
fulltext,omitted_incomplete_fulltext,1,,
fulltext,recall_in_search,0.40425531914893614,0.2763982896138818,0.5465813176368735
fulltext,recall_fulltext_only,0.40425531914893614,0.2763982896138818,0.5465813176368735
fulltext,absolute_recall_all_texts,0.3392857142857143,0.2291979931933465,0.47000791039211914
fulltext,recall_all_meta,0.2159090909090909,0.14280713983318927,0.31277725765117514
fulltext,precision,0.5757575757575758,0.40806973691460025,0.7276464100497011
fulltext,precision_fulltext_only,0.5757575757575758,0.40806973691460025,0.7276464100497011
fulltext_with_coords,true_positives,15,,
fulltext_with_coords,false_negatives,32,,
fulltext_with_coords,false_positives,12,,
fulltext_with_coords,omitted_incomplete_fulltext,1,,
fulltext_with_coords,recall_in_search,0.3191489361702128,0.2039520381739899,0.4616761088552146
fulltext_with_coords,recall_all_meta,0.17045454545454544,0.10610728809302103,0.2623706129888417
fulltext_with_coords,precision,0.5555555555555556,0.37312719479576884,0.7241440232992717
