stage,metric,value,ci_lower,ci_upper
search,true_positives,74,,
search,false_negatives,0,,
search,false_positives,462,,
search,recall,1.0,0.9506484964337834,0.9999999999999998
search,precision,0.13805970149253732,0.111421434599554,0.16984921960716143
abstract,true_positives,73,,
abstract,false_negatives,1,,
abstract,false_positives,224,,
abstract,recall_in_search,0.9864864864864865,0.9273446957024043,0.9976105981250607
abstract,recall_all_meta,0.9864864864864865,0.9273446957024043,0.9976105981250607
abstract,precision,0.24579124579124578,0.20027547137732907,0.29779926296792103
fulltext,true_positives,67,,
fulltext,false_negatives,2,,
fulltext,false_positives,93,,
fulltext,additional_false_negatives,2,,
fulltext,missing_full_text,4,,
fulltext,incomplete_full_text,0,,
fulltext,false_negatives_all_texts,7,,
fulltext,false_negatives_fulltext_only,2,,
fulltext,omitted_incomplete_fulltext,0,,
fulltext,recall_in_search,0.9710144927536232,0.9003322653873425,0.992014964766855
fulltext,recall_fulltext_only,0.9710144927536232,0.9003322653873425,0.992014964766855
fulltext,absolute_recall_all_texts,0.9054054054054054,0.8173754241201446,0.9534206540694093
fulltext,recall_all_meta,0.9054054054054054,0.8173754241201446,0.9534206540694093
fulltext,precision,0.41875,0.3450865506167644,0.49622359283886586
fulltext,precision_fulltext_only,0.41875,0.3450865506167644,0.49622359283886586
fulltext_with_coords,true_positives,38,,
fulltext_with_coords,false_negatives,31,,
fulltext_with_coords,false_positives,38,,
fulltext_with_coords,omitted_incomplete_fulltext,0,,
fulltext_with_coords,recall_in_search,0.5507246376811594,0.43378559191253313,0.6623133405656112
fulltext_with_coords,recall_all_meta,0.5135135135135135,0.40180918267194504,0.6238840199343734
fulltext_with_coords,precision,0.5,0.39032403609826627,0.6096759639017337
