stage,metric,value,ci_lower,ci_upper
search,true_positives,73,,
search,false_negatives,0,,
search,false_positives,0,,
search,recall,1.0,0.950006246616416,0.9999999999999999
search,precision,1.0,0.950006246616416,0.9999999999999999
abstract,true_positives,72,,
abstract,false_negatives,1,,
abstract,false_positives,1,,
abstract,recall_in_search,0.9863013698630136,0.9264008673087267,0.9975778109072393
abstract,recall_all_meta,0.9863013698630136,0.9264008673087267,0.9975778109072393
abstract,precision,0.9863013698630136,0.9264008673087267,0.9975778109072393
fulltext,true_positives,66,,
fulltext,false_negatives,2,,
fulltext,false_positives,1,,
fulltext,additional_false_negatives,2,,
fulltext,missing_full_text,4,,
fulltext,incomplete_full_text,0,,
fulltext,false_negatives_all_texts,7,,
fulltext,false_negatives_fulltext_only,2,,
fulltext,omitted_incomplete_fulltext,0,,
fulltext,recall_in_search,0.9705882352941176,0.8989517657574696,0.9918969903949547
fulltext,recall_fulltext_only,0.9705882352941176,0.8989517657574696,0.9918969903949547
fulltext,absolute_recall_all_texts,0.9041095890410958,0.8150416221426188,0.9527716456706489
fulltext,recall_all_meta,0.9041095890410958,0.8150416221426188,0.9527716456706489
fulltext,precision,0.9850746268656716,0.9201794802686531,0.997360496242323
fulltext,precision_fulltext_only,0.9850746268656716,0.9201794802686531,0.997360496242323
fulltext_with_coords,true_positives,39,,
fulltext_with_coords,false_negatives,29,,
fulltext_with_coords,false_positives,0,,
fulltext_with_coords,omitted_incomplete_fulltext,0,,
fulltext_with_coords,recall_in_search,0.5735294117647058,0.455165693769645,0.6840294243791712
fulltext_with_coords,recall_all_meta,0.5342465753424658,0.42098744972394103,0.6440814712771833
fulltext_with_coords,precision,1.0,0.9103301463997611,1
