pmid,type,source,full_text_path,in_included_set
10717898,unavailable,pubget,,True
11467905,unavailable,pubget,,True
12191458,unavailable,pubget,,True
12495527,unavailable,pubget,,True
12634489,unavailable,pubget,,True
16180622,unavailable,pubget,,True
16938092,unavailable,pubget,,True
17062771,unavailable,pubget,,True
17459179,unavailable,pubget,,True
17471288,unavailable,pubget,,True
18085868,unavailable,pubget,,True
18281886,unavailable,pubget,,True
18345992,unavailable,pubget,,True
18606038,unavailable,pubget,,True
19171889,unavailable,pubget,,True
19624389,unavailable,pubget,,True
19995843,unavailable,pubget,,True
20112261,unavailable,pubget,,True
20141309,unavailable,pubget,,True
20726753,unavailable,pubget,,True
20950283,unavailable,pubget,,True
21315749,unavailable,pubget,,True
21464361,unavailable,pubget,,True
21516545,unavailable,pubget,,True
21666130,unavailable,pubget,,True
22369232,unavailable,pubget,,True
22617632,unavailable,pubget,,True
22880630,unavailable,pubget,,True
23074972,unavailable,pubget,,True
23118193,unavailable,pubget,,True
23317795,unavailable,pubget,,True
23318128,unavailable,pubget,,True
23364872,unavailable,pubget,,True
23473554,unavailable,pubget,,True
23960247,unavailable,pubget,,True
24589068,unavailable,pubget,,True
24661162,unavailable,pubget,,True
25046244,unavailable,pubget,,True
25204866,unavailable,pubget,,True
25357006,unavailable,pubget,,True
25486718,unavailable,pubget,,True
25945779,unavailable,pubget,,True
26168376,unavailable,pubget,,True
26679192,unavailable,pubget,,True
26936075,unavailable,pubget,,True
27200505,unavailable,pubget,,True
27362389,unavailable,pubget,,True
27447790,unavailable,pubget,,True
27455992,unavailable,pubget,,True
27570951,unavailable,pubget,,True
27819447,unavailable,pubget,,True
28177183,unavailable,pubget,,True
28347360,unavailable,pubget,,True
28644924,unavailable,pubget,,True
28701109,unavailable,pubget,,True
28905640,unavailable,pubget,,True
28925716,unavailable,pubget,,True
28975416,unavailable,pubget,,True
28981646,unavailable,pubget,,True
28992395,unavailable,pubget,,True
29019036,unavailable,pubget,,True
29154589,unavailable,pubget,,True
29294627,unavailable,pubget,,True
29934780,unavailable,pubget,,True
30058519,unavailable,pubget,,True
30095582,unavailable,pubget,,True
30739618,unavailable,pubget,,True
30744720,unavailable,pubget,,True
30813750,unavailable,pubget,,True
30897955,unavailable,pubget,,True
31073964,unavailable,pubget,,True
31076864,unavailable,pubget,,True
31441517,unavailable,pubget,,True
31591898,unavailable,pubget,,True
31728624,unavailable,pubget,,True
31888419,unavailable,pubget,,True
