stage,metric,value,ci_lower,ci_upper
search,true_positives,127,,
search,false_negatives,44,,
search,false_positives,4654,,
search,recall,0.7426900584795322,0.6723400442709234,0.8023753552678591
search,precision,0.02656348044342188,0.022371394497797972,0.03151578120306536
abstract,true_positives,113,,
abstract,false_negatives,14,,
abstract,false_positives,1214,,
abstract,recall_in_search,0.889763779527559,0.8234494791677113,0.9331906108342453
abstract,recall_all_meta,0.6608187134502924,0.5870199678065179,0.7275504776709886
abstract,precision,0.08515448379804069,0.07130840705395398,0.10139554208619912
fulltext,true_positives,66,,
fulltext,false_negatives,2,,
fulltext,false_positives,634,,
fulltext,additional_false_negatives,2,,
fulltext,missing_full_text,30,,
fulltext,incomplete_full_text,22,,
fulltext,false_negatives_all_texts,61,,
fulltext,false_negatives_fulltext_only,2,,
fulltext,omitted_incomplete_fulltext,22,,
fulltext,recall_in_search,0.9705882352941176,0.8989517657574696,0.9918969903949547
fulltext,recall_fulltext_only,0.9705882352941176,0.8989517657574696,0.9918969903949547
fulltext,absolute_recall_all_texts,0.5196850393700787,0.43349673534507266,0.604717410614622
fulltext,recall_all_meta,0.38596491228070173,0.3162657186662938,0.4606752381769288
fulltext,precision,0.09428571428571429,0.07479762242623213,0.11820262081031428
fulltext,precision_fulltext_only,0.09428571428571429,0.07479762242623213,0.11820262081031428
fulltext_with_coords,true_positives,54,,
fulltext_with_coords,false_negatives,14,,
fulltext_with_coords,false_positives,442,,
fulltext_with_coords,omitted_incomplete_fulltext,22,,
fulltext_with_coords,recall_in_search,0.7941176470588235,0.6835749340049412,0.8732055385903238
fulltext_with_coords,recall_all_meta,0.3157894736842105,0.25081685457682346,0.38885699878530544
fulltext_with_coords,precision,0.10887096774193548,0.08440556616593095,0.13934851912829027
