pmid,type,source,full_text_path,in_included_set
10417247,unavailable,pubget,,True
10727696,unavailable,pubget,,True
10940680,unavailable,pubget,,True
15084791,unavailable,pubget,,True
16237363,unavailable,pubget,,True
16317254,unavailable,pubget,,True
16534207,unavailable,pubget,,True
17350290,unavailable,pubget,,True
17381257,unavailable,pubget,,True
17479980,unavailable,pubget,,True
18166607,unavailable,pubget,,True
19236162,unavailable,pubget,,True
20938177,unavailable,pubget,,True
22986775,unavailable,pubget,,True
23455991,unavailable,pubget,,True
24005336,unavailable,pubget,,True
25322925,unavailable,pubget,,True
25511791,unavailable,pubget,,True
26473985,unavailable,pubget,,True
26653846,unavailable,pubget,,True
26738361,unavailable,pubget,,True
26859768,unavailable,pubget,,True
34366351,unavailable,pubget,,True
41127961,unavailable,pubget,,True
41543764,unavailable,pubget,,True
41614679,unavailable,pubget,,True
