id	PositiveTail 1	PositiveTail 2	PositiveTail 3	PositiveTail 4	PositiveTail 5	PositiveTail 6	PositiveTail 7	PositiveTail 8	PositiveTail 9	PositiveTail 10	PositiveTail 11	PositiveTail 12	PositiveTail 13	PositiveTail 14	PositiveTail 15	PositiveTail 16	PositiveTail 17
23850465-23850465_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23850465-23850465_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24294906-24294906_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24294906-24294906_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24412433-24412433_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24412433-24412433_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24412433-24412433_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24772075-24772075_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24772075-24772075_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24772075-24772075_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24814646-24814646_analysis_1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
24814646-24814646_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25315788-25315788_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25315788-25315788_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25929599-25929599_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25929599-25929599_analysis_3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25929599-25929599_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26323252-26323252_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26323252-26323252_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27039141-27039141_analysis_3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27090501-27090501_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27090501-27090501_analysis_1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27458349-27458349_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27458349-27458349_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27477020-27477020_analysis_0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
27477020-27477020_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27494142-27494142_analysis_0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
27494142-27494142_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27494142-27494142_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27494142-27494142_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27622781-27622781_analysis_2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
27622781-27622781_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27622781-27622781_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27622781-27622781_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28504911-28504911_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28504911-28504911_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28504911-28504911_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28551067-28551067_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28551067-28551067_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28551067-28551067_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28551067-28551067_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28905269-28905269_analysis_0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28905269-28905269_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29039129-29039129_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29079809-29079809_analysis_0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29079809-29079809_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29079809-29079809_analysis_2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
29265483-29265483_analysis_0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
29265483-29265483_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29265483-29265483_analysis_2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
29324862-29324862_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
29582502-29582502_analysis_2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30056560-30056560_analysis_0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
30056560-30056560_analysis_1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
30077577-30077577_analysis_0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30624029-30624029_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30624029-30624029_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30624029-30624029_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30624029-30624029_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30649548-30649548_analysis_0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
30649548-30649548_analysis_1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30649548-30649548_analysis_3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
30649548-30649548_analysis_4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
30649548-30649548_analysis_5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
31598216-31598216_analysis_0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31598216-31598216_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31598216-31598216_analysis_2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31598216-31598216_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31598216-31598216_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31598216-31598216_analysis_5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31598216-31598216_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
