pmid,type,source,full_text_path,in_included_set
10527065,unavailable,pubget,,True
11133312,unavailable,pubget,,True
11283394,unavailable,pubget,,True
11595100,unavailable,pubget,,True
11726375,unavailable,pubget,,True
11773433,unavailable,pubget,,True
11906219,unavailable,pubget,,True
11906224,unavailable,pubget,,True
15486494,unavailable,pubget,,True
15615089,unavailable,pubget,,True
15758048,unavailable,pubget,,True
15772354,unavailable,pubget,,True
16180619,unavailable,pubget,,True
16395871,unavailable,pubget,,True
16839292,unavailable,pubget,,True
17007234,unavailable,pubget,,True
17050709,unavailable,pubget,,True
17182771,unavailable,pubget,,True
17286075,unavailable,pubget,,True
18832559,unavailable,pubget,,True
19034901,unavailable,pubget,,True
19176813,unavailable,pubget,,True
19184997,unavailable,pubget,,True
19403795,unavailable,pubget,,True
19404149,unavailable,pubget,,True
19406906,unavailable,pubget,,True
19552309,unavailable,pubget,,True
19587274,unavailable,pubget,,True
19897796,unavailable,pubget,,True
20236568,unavailable,pubget,,True
20382629,unavailable,pubget,,True
20805539,unavailable,pubget,,True
21097307,unavailable,pubget,,True
21562201,unavailable,pubget,,True
21693490,unavailable,pubget,,True
21715632,unavailable,pubget,,True
21725803,unavailable,pubget,,True
21761686,unavailable,pubget,,True
21861675,unavailable,pubget,,True
22021252,unavailable,pubget,,True
22081869,unavailable,pubget,,True
22415119,unavailable,pubget,,True
22486330,unavailable,pubget,,True
23054671,unavailable,pubget,,True
23094592,unavailable,pubget,,True
23094707,unavailable,pubget,,True
23163417,unavailable,pubget,,True
23365241,unavailable,pubget,,True
23385293,unavailable,pubget,,True
23416451,unavailable,pubget,,True
23595762,unavailable,pubget,,True
23670589,unavailable,pubget,,True
23770804,unavailable,pubget,,True
23806137,unavailable,pubget,,True
23806174,unavailable,pubget,,True
23983029,unavailable,pubget,,True
23986267,unavailable,pubget,,True
24018008,unavailable,pubget,,True
24116842,unavailable,pubget,,True
24188368,unavailable,pubget,,True
24381231,unavailable,pubget,,True
24523536,unavailable,pubget,,True
24526181,unavailable,pubget,,True
24702449,unavailable,pubget,,True
24763631,unavailable,pubget,,True
24828652,unavailable,pubget,,True
24984958,unavailable,pubget,,True
25044747,unavailable,pubget,,True
25205006,unavailable,pubget,,True
25670029,unavailable,pubget,,True
26055632,unavailable,pubget,,True
26354924,unavailable,pubget,,True
26359751,unavailable,pubget,,True
26488590,unavailable,pubget,,True
26510167,unavailable,pubget,,True
26722848,unavailable,pubget,,True
26961943,unavailable,pubget,,True
27273474,unavailable,pubget,,True
27445213,unavailable,pubget,,True
27663021,unavailable,pubget,,True
27683898,unavailable,pubget,,True
28056655,unavailable,pubget,,True
28637289,unavailable,pubget,,True
28789578,unavailable,pubget,,True
28809668,unavailable,pubget,,True
28874449,unavailable,pubget,,True
29058357,unavailable,pubget,,True
29124352,unavailable,pubget,,True
29355105,unavailable,pubget,,True
29460357,unavailable,pubget,,True
29616472,unavailable,pubget,,True
29802593,unavailable,pubget,,True
29852777,unavailable,pubget,,True
30240509,unavailable,pubget,,True
30370983,unavailable,pubget,,True
30578340,unavailable,pubget,,True
30633429,unavailable,pubget,,True
30734849,unavailable,pubget,,True
31306118,unavailable,pubget,,True
31306138,unavailable,pubget,,True
8726444,unavailable,pubget,,True
8748865,unavailable,pubget,,True
8961762,unavailable,pubget,,True
