stage,metric,value,ci_lower,ci_upper
search,true_positives,79,,
search,false_negatives,9,,
search,false_positives,1185,,
search,recall,0.8977272727272727,0.8169257242733358,0.9452561192485541
search,precision,0.0625,0.0504354099949514,0.07721586757789366
abstract,true_positives,79,,
abstract,false_negatives,0,,
abstract,false_positives,481,,
abstract,recall_in_search,1.0,0.9536271631644004,1
abstract,recall_all_meta,0.8977272727272727,0.8169257242733358,0.9452561192485541
abstract,precision,0.14107142857142857,0.11468037900566266,0.17235342623325547
fulltext,true_positives,73,,
fulltext,false_negatives,2,,
fulltext,false_positives,232,,
fulltext,additional_false_negatives,2,,
fulltext,missing_full_text,3,,
fulltext,incomplete_full_text,1,,
fulltext,false_negatives_all_texts,6,,
fulltext,false_negatives_fulltext_only,2,,
fulltext,omitted_incomplete_fulltext,1,,
fulltext,recall_in_search,0.9733333333333334,0.9078833515671513,0.9926564649763995
fulltext,recall_fulltext_only,0.9733333333333334,0.9078833515671513,0.9926564649763995
fulltext,absolute_recall_all_texts,0.9240506329113924,0.8440439721363859,0.9647284320663336
fulltext,recall_all_meta,0.8295454545454546,0.7376293870111583,0.893892711906979
fulltext,precision,0.23934426229508196,0.19488857428362874,0.2902844075944601
fulltext,precision_fulltext_only,0.23934426229508196,0.19488857428362874,0.2902844075944601
fulltext_with_coords,true_positives,56,,
fulltext_with_coords,false_negatives,19,,
fulltext_with_coords,false_positives,151,,
fulltext_with_coords,omitted_incomplete_fulltext,1,,
fulltext_with_coords,recall_in_search,0.7466666666666667,0.6378945938331627,0.8314008035205186
fulltext_with_coords,recall_all_meta,0.6363636363636364,0.5321109452578119,0.7292085439496931
fulltext_with_coords,precision,0.27053140096618356,0.21460288126094854,0.33482190018635594
