stage,metric,value,ci_lower,ci_upper
search,true_positives,142,,
search,false_negatives,49,,
search,false_positives,1028,,
search,recall,0.743455497382199,0.6771447259258051,0.8001660742318614
search,precision,0.12136752136752137,0.1038843492358417,0.1413289742653871
abstract,true_positives,141,,
abstract,false_negatives,1,,
abstract,false_positives,433,,
abstract,recall_in_search,0.9929577464788732,0.9611897670033633,0.9987558177954867
abstract,recall_all_meta,0.7382198952879581,0.6716174120701083,0.7954286396970706
abstract,precision,0.2456445993031359,0.21219600899358004,0.2824751950180384
fulltext,true_positives,126,,
fulltext,false_negatives,12,,
fulltext,false_positives,271,,
fulltext,additional_false_negatives,12,,
fulltext,missing_full_text,0,,
fulltext,incomplete_full_text,3,,
fulltext,false_negatives_all_texts,16,,
fulltext,false_negatives_fulltext_only,12,,
fulltext,omitted_incomplete_fulltext,3,,
fulltext,recall_in_search,0.9130434782608695,0.8541549491137558,0.949558488974929
fulltext,recall_fulltext_only,0.9130434782608695,0.8541549491137558,0.949558488974929
fulltext,absolute_recall_all_texts,0.8873239436619719,0.8247988419901405,0.9294441174946705
fulltext,recall_all_meta,0.6596858638743456,0.5899319941410581,0.7231428317688091
fulltext,precision,0.31738035264483627,0.27353009109742144,0.36473100755102217
fulltext,precision_fulltext_only,0.31738035264483627,0.27353009109742144,0.36473100755102217
fulltext_with_coords,true_positives,99,,
fulltext_with_coords,false_negatives,39,,
fulltext_with_coords,false_positives,164,,
fulltext_with_coords,omitted_incomplete_fulltext,3,,
fulltext_with_coords,recall_in_search,0.717391304347826,0.637168824023688,0.7858382486545671
fulltext_with_coords,recall_all_meta,0.518324607329843,0.4478017669722617,0.5881248523944446
fulltext_with_coords,precision,0.376425855513308,0.32004597434014553,0.43636382083422004
