pmid,type,source,full_text_path,in_included_set
10417251,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/10417251/text.txt,True
10600410,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/10600410/text.txt,True
10790322,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/10790322/text.txt,True
10806026,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/10806026/text.txt,True
10841995,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/10841995/text.txt,True
10888341,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/10888341/text.txt,True
10950912,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/10950912/text.txt,True
10988030,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/10988030/text.txt,True
11034858,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/11034858/text.txt,True
11034863,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/11034863/text.txt,True
11112403,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/11112403/text.txt,True
11162272,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/11162272/text.txt,True
11162278,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/11162278/text.txt,True
11467901,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/11467901/text.txt,True
11467902,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/11467902/text.txt,True
11682277,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/11682277/text.txt,True
11697933,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/11697933/text.txt,True
11697945,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/11697945/text.txt,True
11707105,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/11707105/text.txt,True
12414293,incomplete,/home/zorro/repos/autonima-results/articles/elsevier_output,/home/zorro/repos/autonima-results/articles/elsevier_output/12414293/text.txt,True
12802176,incomplete,/home/zorro/repos/autonima-results/articles/ace_outputs,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Neuroreport/12802176.html,True
14674880,incomplete,/home/zorro/repos/autonima-results/articles/ace_outputs,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Journal of abnormal psychology/14674880.html,True
15505971,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/15505971/text.txt,True
15820643,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/15820643/text.txt,True
15998190,incomplete,/home/zorro/repos/autonima-results/articles/ace_outputs,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Behavioral neuroscience/15998190.html,True
16167193,incomplete,/home/zorro/repos/autonima-results/articles/ace_outputs,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Applied psychophysiology and biofeedback/16167193.html,True
16168730,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/16168730/text.txt,True
16284758,incomplete,/home/zorro/repos/autonima-results/articles/ace_outputs,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Experimental brain research/16284758.html,True
17434420,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/17434420/text.txt,True
17828390,incomplete,/home/zorro/repos/autonima-results/articles/ace_outputs,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Experimental brain research/17828390.html,True
19540214,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/19540214/text.txt,True
19641250,incomplete,pubget,projects/problem_solving/v2/retrieval/pubget_data/text.csv [pmcid=5452472],True
20521853,incomplete,/home/zorro/repos/autonima-results/articles/ace_outputs,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Journal of cognitive neuroscience/20521853.html,True
20695652,incomplete,/home/zorro/repos/autonima-results/articles/ace_outputs,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Behavioral neuroscience/20695652.html,True
20714062,incomplete,pubget,projects/problem_solving/v2/retrieval/pubget_data/text.csv [pmcid=3776583],True
20837067,incomplete,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output,/home/zorro/repos/autonima-results/projects/problem_solving/elsevier_output/20837067/text.txt,True
21098967,incomplete,/home/zorro/repos/autonima-results/articles/ace_outputs,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/21098967.html,True
9038284,incomplete,/home/zorro/repos/autonima-results/articles/elsevier_output,/home/zorro/repos/autonima-results/articles/elsevier_output/9038284/text.txt,True
