id	PositiveTail 1	PositiveTail 2	PositiveTail 3	PositiveTail 4	PositiveTail 5	PositiveTail 6	PositiveTail 7	PositiveTail 8	PositiveTail 9	PositiveTail 10	PositiveTail 11	PositiveTail 12	PositiveTail 13	PositiveTail 14	PositiveTail 15	PositiveTail 16	PositiveTail 17	PositiveTail 18	PositiveTail 19
23110882-23110882_analysis_1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23110882-23110882_analysis_2	1	3	10	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
23110882-23110882_analysis_3	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
23221019-23221019_analysis_0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23221019-23221019_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23221019-23221019_analysis_2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23221019-23221019_analysis_3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23221019-23221019_analysis_4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23267322-23267322_analysis_0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23267322-23267322_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23267322-23267322_analysis_2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23267322-23267322_analysis_3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23267322-23267322_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23267322-23267322_analysis_5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23298748-23298748_analysis_0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
23298748-23298748_analysis_1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23378834-23378834_analysis_0	0	1	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
23378834-23378834_analysis_1	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
23378834-23378834_analysis_13	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
23378834-23378834_analysis_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23378834-23378834_analysis_2	1	2	5	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
23378834-23378834_analysis_3	1	2	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
23378834-23378834_analysis_5	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
23378834-23378834_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23378834-23378834_analysis_7	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23378834-23378834_analysis_9	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
23599165-23599165_analysis_0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23599165-23599165_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23599165-23599165_analysis_2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23599165-23599165_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23599165-23599165_analysis_4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23599165-23599165_analysis_5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23599165-23599165_analysis_6	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
23599165-23599165_analysis_7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23639347-23639347_analysis_0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23639347-23639347_analysis_1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23667619-23667619_analysis_0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23667619-23667619_analysis_1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23667619-23667619_analysis_2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23667619-23667619_analysis_3	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23684882-23684882_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23722983-23722983_analysis_0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23722983-23722983_analysis_1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23722983-23722983_analysis_2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23813661-23813661_analysis_0	0	2	7	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
23813661-23813661_analysis_1	0	0	6	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
23813661-23813661_analysis_2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23813661-23813661_analysis_3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23813661-23813661_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23850465-23850465_analysis_0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23850465-23850465_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23850465-23850465_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23850465-23850465_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23850465-23850465_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23850465-23850465_analysis_6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23948645-23948645_analysis_0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
23948645-23948645_analysis_1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
23948645-23948645_analysis_2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
23948645-23948645_analysis_3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23948645-23948645_analysis_4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23948645-23948645_analysis_5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23948645-23948645_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23948645-23948645_analysis_7	3	3	4	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24243619-24243619_analysis_0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24243619-24243619_analysis_1	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24243619-24243619_analysis_2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24294841-24294841_analysis_0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24294841-24294841_analysis_1	1	1	2	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24294841-24294841_analysis_2	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24294841-24294841_analysis_3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24294841-24294841_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24294841-24294841_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24294841-24294841_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24294841-24294841_analysis_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24294906-24294906_analysis_0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24294906-24294906_analysis_1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24412433-24412433_analysis_0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24412433-24412433_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24412433-24412433_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24412687-24412687_analysis_0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24412687-24412687_analysis_1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24412687-24412687_analysis_2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_2	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_4	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_6	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24462962-24462962_analysis_0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24582805-24582805_analysis_0	0	0	3	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
24582805-24582805_analysis_1	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24582805-24582805_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24582805-24582805_analysis_3	1	1	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24582805-24582805_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24582805-24582805_analysis_5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24582805-24582805_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24583253-24583253_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24583253-24583253_analysis_1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24583253-24583253_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24583253-24583253_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24583253-24583253_analysis_4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24726338-24726338_analysis_0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24726338-24726338_analysis_1	3	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24726338-24726338_analysis_4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24726338-24726338_analysis_5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24760733-24760733_analysis_0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
24772075-24772075_analysis_0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24772075-24772075_analysis_1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24772075-24772075_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24772075-24772075_analysis_3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24772075-24772075_analysis_4	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24772075-24772075_analysis_5	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24772075-24772075_analysis_6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24814646-24814646_analysis_0	0	0	4	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
24814646-24814646_analysis_1	0	1	9	5	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
24814646-24814646_analysis_2	0	0	5	6	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
24814646-24814646_analysis_3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
24814646-24814646_analysis_4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24814646-24814646_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24814646-24814646_analysis_6	1	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24814646-24814646_analysis_7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24814646-24814646_analysis_8	0	0	3	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
24814646-24814646_analysis_9	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24824165-24824165_analysis_0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
24824165-24824165_analysis_1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24825504-24825504_analysis_0	1	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24825504-24825504_analysis_1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24825504-24825504_analysis_2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24825504-24825504_analysis_3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24842782-24842782_analysis_0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24842782-24842782_analysis_1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24842782-24842782_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24880954-24880954_analysis_0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24880954-24880954_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24936688-24936688_analysis_0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24936688-24936688_analysis_1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24936688-24936688_analysis_2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25118071-25118071_analysis_0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25220190-25220190_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25220190-25220190_analysis_1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25220190-25220190_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25253279-25253279_analysis_0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25315788-25315788_analysis_0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25315788-25315788_analysis_1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25315788-25315788_analysis_2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25534111-25534111_analysis_0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25534111-25534111_analysis_1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25534111-25534111_analysis_2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
25534111-25534111_analysis_3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25640962-25640962_analysis_0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25640962-25640962_analysis_1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25640962-25640962_analysis_2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25640962-25640962_analysis_3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25640962-25640962_analysis_4	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25697049-25697049_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25697049-25697049_analysis_2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25697049-25697049_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25697049-25697049_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25697049-25697049_analysis_5	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25697049-25697049_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_5	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25729358-25729358_analysis_0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25729358-25729358_analysis_1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25729358-25729358_analysis_2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25729358-25729358_analysis_3	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25729358-25729358_analysis_4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25729358-25729358_analysis_5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_6	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25885446-25885446_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25885446-25885446_analysis_1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25911123-25911123_analysis_0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25911123-25911123_analysis_1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25929599-25929599_analysis_0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25929599-25929599_analysis_1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
25929599-25929599_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25929599-25929599_analysis_3	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
25929599-25929599_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26143208-26143208_analysis_0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26143208-26143208_analysis_1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26235682-26235682_analysis_0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26235682-26235682_analysis_1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26235682-26235682_analysis_2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26235682-26235682_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26235682-26235682_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26254589-26254589_analysis_0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26254589-26254589_analysis_1	3	1	3	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
26254589-26254589_analysis_2	1	1	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
26254589-26254589_analysis_3	1	3	6	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
26254589-26254589_analysis_4	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26254589-26254589_analysis_5	1	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26262561-26262561_analysis_0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26301900-26301900_analysis_0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26301900-26301900_analysis_1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26301900-26301900_analysis_2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26323252-26323252_analysis_0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26323252-26323252_analysis_1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26323252-26323252_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26323252-26323252_analysis_3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26323252-26323252_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26365506-26365506_analysis_0	0	2	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
26365506-26365506_analysis_1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26417673-26417673_analysis_0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26417673-26417673_analysis_1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26417673-26417673_analysis_2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
26481048-26481048_analysis_0	2	5	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26481048-26481048_analysis_1	3	3	1	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
26481048-26481048_analysis_2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26481048-26481048_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26505303-26505303_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26505303-26505303_analysis_1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26505303-26505303_analysis_2	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26505303-26505303_analysis_3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26514295-26514295_analysis_1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26514295-26514295_analysis_2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26514295-26514295_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26514295-26514295_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26514295-26514295_analysis_5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26514295-26514295_analysis_6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26514295-26514295_analysis_7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26541443-26541443_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26541443-26541443_analysis_1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26567160-26567160_analysis_0	1	1	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
26567160-26567160_analysis_1	1	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
26567160-26567160_analysis_2	0	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
26567160-26567160_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
