stage,metric,value,ci_lower,ci_upper
search,true_positives,238,,
search,false_negatives,0,,
search,false_positives,248,,
search,recall,1.0,0.9841152225258184,0.9999999999999999
search,precision,0.4897119341563786,0.44552287474950564,0.5340623626006908
abstract,true_positives,237,,
abstract,false_negatives,1,,
abstract,false_positives,138,,
abstract,recall_in_search,0.9957983193277311,0.9765874128692085,0.9992579338370651
abstract,recall_all_meta,0.9957983193277311,0.9765874128692085,0.9992579338370651
abstract,precision,0.632,0.5820795583963813,0.6792433797392406
fulltext,true_positives,218,,
fulltext,false_negatives,3,,
fulltext,false_positives,97,,
fulltext,additional_false_negatives,3,,
fulltext,missing_full_text,1,,
fulltext,incomplete_full_text,15,,
fulltext,false_negatives_all_texts,20,,
fulltext,false_negatives_fulltext_only,3,,
fulltext,omitted_incomplete_fulltext,15,,
fulltext,recall_in_search,0.9864253393665159,0.9608558129412927,0.9953729276476375
fulltext,recall_fulltext_only,0.9864253393665159,0.9608558129412927,0.9953729276476375
fulltext,absolute_recall_all_texts,0.9159663865546218,0.8737731531497018,0.9449445529852226
fulltext,recall_all_meta,0.9159663865546218,0.8737731531497018,0.9449445529852226
fulltext,precision,0.692063492063492,0.6390241025838626,0.7404746830200235
fulltext,precision_fulltext_only,0.692063492063492,0.6390241025838626,0.7404746830200235
fulltext_with_coords,true_positives,152,,
fulltext_with_coords,false_negatives,69,,
fulltext_with_coords,false_positives,45,,
fulltext_with_coords,omitted_incomplete_fulltext,15,,
fulltext_with_coords,recall_in_search,0.6877828054298643,0.623917486733268,0.7452312828894354
fulltext_with_coords,recall_all_meta,0.6386554621848739,0.5758670184904403,0.6970388835545344
fulltext_with_coords,precision,0.7715736040609137,0.7080852993597491,0.8246728543295265
