stage,metric,value,ci_lower,ci_upper
search,true_positives,238,,
search,false_negatives,0,,
search,false_positives,248,,
search,recall,1.0,0.9841152225258184,0.9999999999999999
search,precision,0.4897119341563786,0.44552287474950564,0.5340623626006908
abstract,true_positives,237,,
abstract,false_negatives,1,,
abstract,false_positives,138,,
abstract,recall_in_search,0.9957983193277311,0.9765874128692085,0.9992579338370651
abstract,recall_all_meta,0.9957983193277311,0.9765874128692085,0.9992579338370651
abstract,precision,0.632,0.5820795583963813,0.6792433797392406
fulltext,true_positives,221,,
fulltext,false_negatives,0,,
fulltext,false_positives,100,,
fulltext,additional_false_negatives,0,,
fulltext,missing_full_text,1,,
fulltext,incomplete_full_text,15,,
fulltext,false_negatives_all_texts,17,,
fulltext,false_negatives_fulltext_only,0,,
fulltext,omitted_incomplete_fulltext,15,,
fulltext,recall_in_search,1.0,0.9829141938146678,1
fulltext,recall_fulltext_only,1.0,0.9829141938146678,1
fulltext,absolute_recall_all_texts,0.9285714285714286,0.8885985073702009,0.9549288262233578
fulltext,recall_all_meta,0.9285714285714286,0.8885985073702009,0.9549288262233578
fulltext,precision,0.6884735202492211,0.6358323485348176,0.7366568892967902
fulltext,precision_fulltext_only,0.6884735202492211,0.6358323485348176,0.7366568892967902
fulltext_with_coords,true_positives,154,,
fulltext_with_coords,false_negatives,67,,
fulltext_with_coords,false_positives,45,,
fulltext_with_coords,omitted_incomplete_fulltext,15,,
fulltext_with_coords,recall_in_search,0.6968325791855203,0.63329640965799,0.7536426621152049
fulltext_with_coords,recall_all_meta,0.6470588235294118,0.584447439456681,0.7049982142273834
fulltext_with_coords,precision,0.7738693467336684,0.7108800551346128,0.8264850612912091
