pmid,type,source,full_text_path,in_included_set
10050895,unavailable,pubget,,True
10065462,unavailable,pubget,,True
10067773,unavailable,pubget,,True
10068311,unavailable,pubget,,True
10202979,unavailable,pubget,,True
10206162,unavailable,pubget,,True
10208578,unavailable,pubget,,True
10218629,unavailable,pubget,,True
10223261,unavailable,pubget,,True
10226314,unavailable,pubget,,True
10227680,unavailable,pubget,,True
10325449,unavailable,pubget,,True
10325452,unavailable,pubget,,True
10360762,unavailable,pubget,,True
10364643,unavailable,pubget,,True
10371771,unavailable,pubget,,True
10396750,unavailable,pubget,,True
10412530,unavailable,pubget,,True
10412801,unavailable,pubget,,True
10434313,unavailable,pubget,,True
10435507,unavailable,pubget,,True
10435744,unavailable,pubget,,True
10436337,unavailable,pubget,,True
10436338,unavailable,pubget,,True
10436340,unavailable,pubget,,True
10457954,unavailable,pubget,,True
10489043,unavailable,pubget,,True
10505433,unavailable,pubget,,True
10514099,unavailable,pubget,,True
10520947,unavailable,pubget,,True
10570764,unavailable,pubget,,True
10604746,unavailable,pubget,,True
10632099,unavailable,pubget,,True
10637941,unavailable,pubget,,True
10648435,unavailable,pubget,,True
10651032,unavailable,pubget,,True
10663973,unavailable,pubget,,True
10668605,unavailable,pubget,,True
10674472,unavailable,pubget,,True
10688104,unavailable,pubget,,True
10690970,unavailable,pubget,,True
10695031,unavailable,pubget,,True
10723169,unavailable,pubget,,True
10723170,unavailable,pubget,,True
10723172,unavailable,pubget,,True
10765042,unavailable,pubget,,True
10766891,unavailable,pubget,,True
10775534,unavailable,pubget,,True
10805089,unavailable,pubget,,True
10831030,unavailable,pubget,,True
10835938,unavailable,pubget,,True
10881252,unavailable,pubget,,True
10912919,unavailable,pubget,,True
10932182,unavailable,pubget,,True
10935442,unavailable,pubget,,True
10940680,unavailable,pubget,,True
10943706,unavailable,pubget,,True
10965365,unavailable,pubget,,True
10967182,unavailable,pubget,,True
10979314,unavailable,pubget,,True
10985702,unavailable,pubget,,True
11032614,unavailable,pubget,,True
11045680,unavailable,pubget,,True
11054485,unavailable,pubget,,True
11089577,unavailable,pubget,,True
11090859,unavailable,pubget,,True
11113214,unavailable,pubget,,True
11117541,unavailable,pubget,,True
