stage,metric,value,ci_lower,ci_upper
search,true_positives,71,,
search,false_negatives,8,,
search,false_positives,576,,
search,recall,0.8987341772151899,0.8126986682072592,0.9477888163415664
search,precision,0.10973724884080371,0.08791709746211053,0.13616446093858178
abstract,true_positives,67,,
abstract,false_negatives,4,,
abstract,false_positives,193,,
abstract,recall_in_search,0.9436619718309859,0.8639019960075405,0.9778758387795299
abstract,recall_all_meta,0.8481012658227848,0.7529994484509047,0.9109181967901335
abstract,precision,0.25769230769230766,0.20832770608744794,0.31411303108212646
fulltext,true_positives,63,,
fulltext,false_negatives,2,,
fulltext,false_positives,82,,
fulltext,additional_false_negatives,2,,
fulltext,missing_full_text,1,,
fulltext,incomplete_full_text,1,,
fulltext,false_negatives_all_texts,8,,
fulltext,false_negatives_fulltext_only,2,,
fulltext,omitted_incomplete_fulltext,1,,
fulltext,recall_in_search,0.9692307692307692,0.8945709497407398,0.9915211805990546
fulltext,recall_fulltext_only,0.9692307692307692,0.8945709497407398,0.9915211805990546
fulltext,absolute_recall_all_texts,0.8873239436619719,0.7930974330875985,0.941787978234447
fulltext,recall_all_meta,0.7974683544303798,0.696037818373046,0.8713099875602051
fulltext,precision,0.43448275862068964,0.35652096744249173,0.5158265483057936
fulltext,precision_fulltext_only,0.43448275862068964,0.35652096744249173,0.5158265483057936
fulltext_with_coords,true_positives,55,,
fulltext_with_coords,false_negatives,10,,
fulltext_with_coords,false_positives,29,,
fulltext_with_coords,omitted_incomplete_fulltext,1,,
fulltext_with_coords,recall_in_search,0.8461538461538461,0.7394445429998054,0.9142299793820102
fulltext_with_coords,recall_all_meta,0.6962025316455697,0.5876513167107897,0.7865568106068865
fulltext_with_coords,precision,0.6547619047619048,0.5483359511039806,0.7476513715313083
