stage,metric,value,ci_lower,ci_upper
search,true_positives,127,,
search,false_negatives,44,,
search,false_positives,4754,,
search,recall,0.7426900584795322,0.6723400442709234,0.8023753552678591
search,precision,0.02601925834869904,0.021912176547292897,0.03087184822026559
abstract,true_positives,112,,
abstract,false_negatives,15,,
abstract,false_positives,1195,,
abstract,recall_in_search,0.8818897637795275,0.8142508293208697,0.927103602297209
abstract,recall_all_meta,0.6549707602339181,0.5810186801404481,0.7221128400469671
abstract,precision,0.08569242540168324,0.07170505259759588,0.10210816785558474
fulltext,true_positives,66,,
fulltext,false_negatives,1,,
fulltext,false_positives,635,,
fulltext,additional_false_negatives,1,,
fulltext,missing_full_text,30,,
fulltext,incomplete_full_text,22,,
fulltext,false_negatives_all_texts,61,,
fulltext,false_negatives_fulltext_only,1,,
fulltext,omitted_incomplete_fulltext,22,,
fulltext,recall_in_search,0.9850746268656716,0.9201794802686531,0.997360496242323
fulltext,recall_fulltext_only,0.9850746268656716,0.9201794802686531,0.997360496242323
fulltext,absolute_recall_all_texts,0.5196850393700787,0.43349673534507266,0.604717410614622
fulltext,recall_all_meta,0.38596491228070173,0.3162657186662938,0.4606752381769288
fulltext,precision,0.09415121255349501,0.07468991900505229,0.11803650349895428
fulltext,precision_fulltext_only,0.09415121255349501,0.07468991900505229,0.11803650349895428
fulltext_with_coords,true_positives,54,,
fulltext_with_coords,false_negatives,13,,
fulltext_with_coords,false_positives,442,,
fulltext_with_coords,omitted_incomplete_fulltext,22,,
fulltext_with_coords,recall_in_search,0.8059701492537313,0.6958066237584177,0.8829493614254289
fulltext_with_coords,recall_all_meta,0.3157894736842105,0.25081685457682346,0.38885699878530544
fulltext_with_coords,precision,0.10887096774193548,0.08440556616593095,0.13934851912829027
