stage,metric,value,ci_lower,ci_upper
search,true_positives,9,,
search,false_negatives,121,,
search,false_positives,1109,,
search,recall,0.06923076923076923,0.036846700857790585,0.12634321916707464
search,precision,0.008050089445438283,0.004240846936829206,0.015228568353172519
abstract,true_positives,6,,
abstract,false_negatives,3,,
abstract,false_positives,189,,
abstract,recall_in_search,0.6666666666666666,0.35419734749908977,0.879418401317257
abstract,recall_all_meta,0.046153846153846156,0.02132166236323716,0.0970391462343887
abstract,precision,0.03076923076923077,0.014176379003319063,0.06549306642459943
fulltext,true_positives,0,,
fulltext,false_negatives,9,,
fulltext,false_positives,0,,
fulltext,additional_false_negatives,6,,
fulltext,recall_in_search,0.0,0,0.2991527535509594
fulltext,recall_all_meta,0.0,0,0.02870258574314712
fulltext,precision,0,0.0,0.0
fulltext_with_coords,true_positives,0,,
fulltext_with_coords,false_negatives,9,,
fulltext_with_coords,false_positives,0,,
fulltext_with_coords,recall_in_search,0.0,0,0.2991527535509594
fulltext_with_coords,recall_all_meta,0.0,0,0.02870258574314712
fulltext_with_coords,precision,0,0.0,0.0
