stage,metric,value,ci_lower,ci_upper
search,true_positives,309,,
search,false_negatives,0,,
search,false_positives,176,,
search,recall,1.0,0.9877203031821855,1
search,precision,0.6371134020618556,0.5933971276835265,0.6786746436223524
abstract,true_positives,307,,
abstract,false_negatives,2,,
abstract,false_positives,66,,
abstract,recall_in_search,0.9935275080906149,0.9767110316336969,0.9982232482063245
abstract,recall_all_meta,0.9935275080906149,0.9767110316336969,0.9982232482063245
abstract,precision,0.8230563002680965,0.7810916283371021,0.8584343687927265
fulltext,true_positives,302,,
fulltext,false_negatives,6,,
fulltext,false_positives,33,,
fulltext,additional_false_negatives,4,,
fulltext,recall_in_search,0.9805194805194806,0.9581576582218514,0.9910421919584969
fulltext,recall_all_meta,0.9773462783171522,0.9539849493276888,0.9889842721569222
fulltext,precision,0.9014925373134328,0.8648855596513595,0.9289957111253101
fulltext_with_coords,true_positives,0,,
fulltext_with_coords,false_negatives,308,,
fulltext_with_coords,false_positives,0,,
fulltext_with_coords,recall_in_search,0.0,0,0.012319074812340625
fulltext_with_coords,recall_all_meta,0.0,0,0.01227969681781451
fulltext_with_coords,precision,0,0.0,0.0
