pmid,type,source,full_text_path,in_included_set
10081602,unavailable,pubget,,True
10198130,unavailable,pubget,,True
10201421,unavailable,pubget,,True
10204105,unavailable,pubget,,True
10211888,unavailable,pubget,,True
10333993,unavailable,pubget,,True
10353369,unavailable,pubget,,True
10366639,unavailable,pubget,,True
10432178,unavailable,pubget,,True
10467585,unavailable,pubget,,True
10495195,unavailable,pubget,,True
10510906,unavailable,pubget,,True
10540037,unavailable,pubget,,True
10556091,unavailable,pubget,,True
10559415,unavailable,pubget,,True
10601740,unavailable,pubget,,True
10671402,unavailable,pubget,,True
10674479,unavailable,pubget,,True
10683393,unavailable,pubget,,True
10749069,unavailable,pubget,,True
10761367,unavailable,pubget,,True
10769314,unavailable,pubget,,True
10769315,unavailable,pubget,,True
10770168,unavailable,pubget,,True
10780634,unavailable,pubget,,True
10791680,unavailable,pubget,,True
10791858,unavailable,pubget,,True
10806027,unavailable,pubget,,True
10809913,unavailable,pubget,,True
10817581,unavailable,pubget,,True
10823306,unavailable,pubget,,True
10852226,unavailable,pubget,,True
10923671,unavailable,pubget,,True
10943726,unavailable,pubget,,True
10964875,unavailable,pubget,,True
11002353,unavailable,pubget,,True
11002354,unavailable,pubget,,True
11053229,unavailable,pubget,,True
11055257,unavailable,pubget,,True
11069948,unavailable,pubget,,True
11095535,unavailable,pubget,,True
11098793,unavailable,pubget,,True
11098794,unavailable,pubget,,True
11104962,unavailable,pubget,,True
11133304,unavailable,pubget,,True
11168772,unavailable,pubget,,True
11169875,unavailable,pubget,,True
11198706,unavailable,pubget,,True
11236838,unavailable,pubget,,True
11238542,unavailable,pubget,,True
11247643,unavailable,pubget,,True
11257281,unavailable,pubget,,True
11287374,unavailable,pubget,,True
11293288,unavailable,pubget,,True
11334290,unavailable,pubget,,True
11352614,unavailable,pubget,,True
11376462,unavailable,pubget,,True
11388138,unavailable,pubget,,True
11410950,unavailable,pubget,,True
11437894,unavailable,pubget,,True
11439722,unavailable,pubget,,True
11500993,unavailable,pubget,,True
11501735,unavailable,pubget,,True
11506643,unavailable,pubget,,True
11506646,unavailable,pubget,,True
11506648,unavailable,pubget,,True
11523277,unavailable,pubget,,True
11530838,unavailable,pubget,,True
11564318,unavailable,pubget,,True
11564325,unavailable,pubget,,True
11587892,unavailable,pubget,,True
11594350,unavailable,pubget,,True
11706967,unavailable,pubget,,True
11742236,unavailable,pubget,,True
11746723,unavailable,pubget,,True
11771974,unavailable,pubget,,True
11784444,unavailable,pubget,,True
11798267,unavailable,pubget,,True
11798278,unavailable,pubget,,True
11835371,unavailable,pubget,,True
11835600,unavailable,pubget,,True
11848695,unavailable,pubget,,True
11848709,unavailable,pubget,,True
11872615,unavailable,pubget,,True
11900794,unavailable,pubget,,True
11906222,unavailable,pubget,,True
11906228,unavailable,pubget,,True
11970810,unavailable,pubget,,True
11983183,unavailable,pubget,,True
11990201,unavailable,pubget,,True
12030819,unavailable,pubget,,True
12099492,unavailable,pubget,,True
12110968,unavailable,pubget,,True
12122035,unavailable,pubget,,True
12123617,unavailable,pubget,,True
12126506,unavailable,pubget,,True
12135969,unavailable,pubget,,True
12139777,unavailable,pubget,,True
12148938,unavailable,pubget,,True
12150424,unavailable,pubget,,True
12151507,unavailable,pubget,,True
12165479,unavailable,pubget,,True
12167257,unavailable,pubget,,True
12167261,unavailable,pubget,,True
12244209,unavailable,pubget,,True
12353245,unavailable,pubget,,True
12419128,unavailable,pubget,,True
12428147,unavailable,pubget,,True
12438467,unavailable,pubget,,True
12452585,unavailable,pubget,,True
12455680,unavailable,pubget,,True
