pmid,type,source,full_text_path,in_included_set
10320379,unavailable,pubget,,True
10601743,unavailable,pubget,,True
10601743,unavailable,pubget,,True
10769309,unavailable,pubget,,True
10790322,unavailable,pubget,,True
10903207,unavailable,pubget,,True
10931772,unavailable,pubget,,True
10988030,unavailable,pubget,,True
11026450,unavailable,pubget,,True
11034858,unavailable,pubget,,True
11034863,unavailable,pubget,,True
11054915,unavailable,pubget,,True
11162272,unavailable,pubget,,True
11516443,unavailable,pubget,,True
11671913,unavailable,pubget,,True
11697945,unavailable,pubget,,True
11832233,unavailable,pubget,,True
12061757,unavailable,pubget,,True
12589885,unavailable,pubget,,True
12722972,unavailable,pubget,,True
12753963,unavailable,pubget,,True
12803967,unavailable,pubget,,True
12875920,unavailable,pubget,,True
14561442,unavailable,pubget,,True
14741309,unavailable,pubget,,True
15098721,unavailable,pubget,,True
15165354,unavailable,pubget,,True
15178381,unavailable,pubget,,True
15505971,unavailable,pubget,,True
15528119,unavailable,pubget,,True
15722210,unavailable,pubget,,True
15907312,unavailable,pubget,,True
16010908,unavailable,pubget,,True
16417683,unavailable,pubget,,True
16512999,unavailable,pubget,,True
17292628,unavailable,pubget,,True
17381255,unavailable,pubget,,True
17851092,unavailable,pubget,,True
17904384,unavailable,pubget,,True
18052787,unavailable,pubget,,True
18240326,unavailable,pubget,,True
18429245,unavailable,pubget,,True
18642473,unavailable,pubget,,True
18760263,unavailable,pubget,,True
18835075,unavailable,pubget,,True
18835284,unavailable,pubget,,True
18996100,unavailable,pubget,,True
19003497,unavailable,pubget,,True
19027075,unavailable,pubget,,True
19406903,unavailable,pubget,,True
20837067,unavailable,pubget,,True
21073958,unavailable,pubget,,True
21782157,unavailable,pubget,,True
22565203,unavailable,pubget,,True
23448868,unavailable,pubget,,True
23522878,unavailable,pubget,,True
23994216,unavailable,pubget,,True
24161281,unavailable,pubget,,True
8736565,unavailable,pubget,,True
9175134,unavailable,pubget,,True
9630492,unavailable,pubget,,True
9665648,unavailable,pubget,,True
