stage,metric,value,ci_lower,ci_upper
search,true_positives,74,,
search,false_negatives,0,,
search,false_positives,484,,
search,recall,1.0,0.9506484964337834,0.9999999999999998
search,precision,0.13261648745519714,0.10697132996387773,0.1632856250212996
abstract,true_positives,73,,
abstract,false_negatives,1,,
abstract,false_positives,275,,
abstract,recall_in_search,0.9864864864864865,0.9273446957024043,0.9976105981250607
abstract,recall_all_meta,0.9864864864864865,0.9273446957024043,0.9976105981250607
abstract,precision,0.20977011494252873,0.17027786428202868,0.255600144458268
fulltext,true_positives,66,,
fulltext,false_negatives,3,,
fulltext,false_positives,75,,
fulltext,additional_false_negatives,3,,
fulltext,missing_full_text,4,,
fulltext,incomplete_full_text,0,,
fulltext,false_negatives_all_texts,8,,
fulltext,false_negatives_fulltext_only,3,,
fulltext,omitted_incomplete_fulltext,0,,
fulltext,recall_in_search,0.9565217391304348,0.8797860261535665,0.9851043661497328
fulltext,recall_fulltext_only,0.9565217391304348,0.8797860261535665,0.9851043661497328
fulltext,absolute_recall_all_texts,0.8918918918918919,0.8009095372797369,0.9441933383034987
fulltext,recall_all_meta,0.8918918918918919,0.8009095372797369,0.9441933383034987
fulltext,precision,0.46808510638297873,0.38766415979626306,0.5501989955403254
fulltext,precision_fulltext_only,0.46808510638297873,0.38766415979626306,0.5501989955403254
fulltext_with_coords,true_positives,35,,
fulltext_with_coords,false_negatives,34,,
fulltext_with_coords,false_positives,19,,
fulltext_with_coords,omitted_incomplete_fulltext,0,,
fulltext_with_coords,recall_in_search,0.5072463768115942,0.39205066383648346,0.6216777550889657
fulltext_with_coords,recall_all_meta,0.47297297297297297,0.36338517790283736,0.5852284168845255
fulltext_with_coords,precision,0.6481481481481481,0.5148458381779774,0.7617716827757998
