stage,metric,value,ci_lower,ci_upper
search,true_positives,63,,
search,false_negatives,16,,
search,false_positives,531,,
search,recall,0.7974683544303798,0.696037818373046,0.8713099875602051
search,precision,0.10606060606060606,0.08377972944787587,0.13340422028061408
abstract,true_positives,61,,
abstract,false_negatives,2,,
abstract,false_positives,161,,
abstract,recall_in_search,0.9682539682539683,0.8914331816504081,0.9912506559597031
abstract,recall_all_meta,0.7721518987341772,0.6683294466956345,0.8507334395837226
abstract,precision,0.2747747747747748,0.22025906774143067,0.336952712550597
fulltext,true_positives,46,,
fulltext,false_negatives,1,,
fulltext,false_positives,53,,
fulltext,additional_false_negatives,1,,
fulltext,missing_full_text,14,,
fulltext,incomplete_full_text,0,,
fulltext,false_negatives_all_texts,17,,
fulltext,false_negatives_fulltext_only,1,,
fulltext,omitted_incomplete_fulltext,0,,
fulltext,recall_in_search,0.9787234042553191,0.8888676347566887,0.9962343289895351
fulltext,recall_fulltext_only,0.9787234042553191,0.8888676347566887,0.9962343289895351
fulltext,absolute_recall_all_texts,0.7301587301587301,0.6096985641796893,0.8241629831201958
fulltext,recall_all_meta,0.5822784810126582,0.47219053936580124,0.6847354495093532
fulltext,precision,0.46464646464646464,0.36956329835017776,0.5623708605893953
fulltext,precision_fulltext_only,0.46464646464646464,0.36956329835017776,0.5623708605893953
fulltext_with_coords,true_positives,32,,
fulltext_with_coords,false_negatives,15,,
fulltext_with_coords,false_positives,12,,
fulltext_with_coords,omitted_incomplete_fulltext,0,,
fulltext_with_coords,recall_in_search,0.6808510638297872,0.5383238911447854,0.7960479618260101
fulltext_with_coords,recall_all_meta,0.4050632911392405,0.30366107968229633,0.5152704716156022
fulltext_with_coords,precision,0.7272727272727273,0.581508453144907,0.8365377660450867
