stage,metric,value,ci_lower,ci_upper
search,true_positives,224,,
search,false_negatives,12,,
search,false_positives,799,,
search,recall,0.9491525423728814,0.9132393739475034,0.9706773444199525
search,precision,0.21896383186705767,0.1946988960846948,0.2453315818390668
abstract,true_positives,223,,
abstract,false_negatives,1,,
abstract,false_positives,483,,
abstract,recall_in_search,0.9955357142857143,0.9751496060262478,0.9992115290781408
abstract,recall_all_meta,0.9449152542372882,0.9080485934142232,0.967529287987502
abstract,precision,0.31586402266288954,0.2826483539165704,0.3510727466782666
fulltext,true_positives,203,,
fulltext,false_negatives,2,,
fulltext,false_positives,232,,
fulltext,additional_false_negatives,1,,
fulltext,recall_in_search,0.9902439024390244,0.965131433049975,0.997320492236941
fulltext,recall_all_meta,0.8601694915254238,0.8101309336171557,0.8986702084699553
fulltext,precision,0.4666666666666667,0.42028033866868564,0.5136365917225991
