stage,metric,value,ci_lower,ci_upper
search,true_positives,178,,
search,false_negatives,13,,
search,false_positives,1762,,
search,recall,0.9319371727748691,0.8870457105368971,0.9597960316783177
search,precision,0.09175257731958762,0.0797008007696616,0.10541798668709415
abstract,true_positives,174,,
abstract,false_negatives,4,,
abstract,false_positives,862,,
abstract,recall_in_search,0.9775280898876404,0.9436522197614599,0.9912273677476688
abstract,recall_all_meta,0.9109947643979057,0.86209497479687,0.9436877738563949
abstract,precision,0.16795366795366795,0.14642558435148412,0.19193518136514043
fulltext,true_positives,163,,
fulltext,false_negatives,5,,
fulltext,false_positives,494,,
fulltext,additional_false_negatives,5,,
fulltext,missing_full_text,1,,
fulltext,incomplete_full_text,5,,
fulltext,false_negatives_all_texts,15,,
fulltext,false_negatives_fulltext_only,5,,
fulltext,omitted_incomplete_fulltext,5,,
fulltext,recall_in_search,0.9702380952380952,0.932229337072173,0.9872220646838628
fulltext,recall_fulltext_only,0.9702380952380952,0.932229337072173,0.9872220646838628
fulltext,absolute_recall_all_texts,0.9157303370786517,0.8656268875246339,0.9482682827774312
fulltext,recall_all_meta,0.8534031413612565,0.796283371196611,0.896587145161292
fulltext,precision,0.2480974124809741,0.216598655134062,0.28252488672528814
fulltext,precision_fulltext_only,0.2480974124809741,0.216598655134062,0.28252488672528814
fulltext_with_coords,true_positives,132,,
fulltext_with_coords,false_negatives,36,,
fulltext_with_coords,false_positives,314,,
fulltext_with_coords,omitted_incomplete_fulltext,5,,
fulltext_with_coords,recall_in_search,0.7857142857142857,0.7176445248005751,0.8410094914562568
fulltext_with_coords,recall_all_meta,0.6910994764397905,0.6223447323263178,0.7523185839264741
fulltext_with_coords,precision,0.29596412556053814,0.2554870421613368,0.33992609881984415
