pmid,type,source,full_text_path,in_included_set
10022494,unavailable,pubget,,True
10025564,unavailable,pubget,,True
10025606,unavailable,pubget,,True
10029886,unavailable,pubget,,True
10030646,unavailable,pubget,,True
10071049,unavailable,pubget,,True
10075897,unavailable,pubget,,True
10075901,unavailable,pubget,,True
10078731,unavailable,pubget,,True
10079313,unavailable,pubget,,True
10080553,unavailable,pubget,,True
10093075,unavailable,pubget,,True
10094234,unavailable,pubget,,True
10096413,unavailable,pubget,,True
10096415,unavailable,pubget,,True
10096417,unavailable,pubget,,True
10097992,unavailable,pubget,,True
10100786,unavailable,pubget,,True
10102821,unavailable,pubget,,True
10190133,unavailable,pubget,,True
10191173,unavailable,pubget,,True
10191322,unavailable,pubget,,True
10194620,unavailable,pubget,,True
10195166,unavailable,pubget,,True
10197540,unavailable,pubget,,True
10199643,unavailable,pubget,,True
10199937,unavailable,pubget,,True
10199941,unavailable,pubget,,True
10202567,unavailable,pubget,,True
10202577,unavailable,pubget,,True
10211477,unavailable,pubget,,True
10211793,unavailable,pubget,,True
10211810,unavailable,pubget,,True
10212312,unavailable,pubget,,True
10215835,unavailable,pubget,,True
10218879,unavailable,pubget,,True
10218904,unavailable,pubget,,True
10227364,unavailable,pubget,,True
10229724,unavailable,pubget,,True
10230712,unavailable,pubget,,True
10231845,unavailable,pubget,,True
10232807,unavailable,pubget,,True
10232817,unavailable,pubget,,True
10320212,unavailable,pubget,,True
10321493,unavailable,pubget,,True
10322474,unavailable,pubget,,True
10329287,unavailable,pubget,,True
10329288,unavailable,pubget,,True
10332889,unavailable,pubget,,True
10334900,unavailable,pubget,,True
10348320,unavailable,pubget,,True
10348952,unavailable,pubget,,True
10349294,unavailable,pubget,,True
10353369,unavailable,pubget,,True
10354573,unavailable,pubget,,True
10355906,unavailable,pubget,,True
10360121,unavailable,pubget,,True
10363454,unavailable,pubget,,True
10363956,unavailable,pubget,,True
10368412,unavailable,pubget,,True
10371535,unavailable,pubget,,True
10371623,unavailable,pubget,,True
10380826,unavailable,pubget,,True
10380965,unavailable,pubget,,True
10382627,unavailable,pubget,,True
10384334,unavailable,pubget,,True
10385580,unavailable,pubget,,True
10389090,unavailable,pubget,,True
10389670,unavailable,pubget,,True
10398954,unavailable,pubget,,True
10398975,unavailable,pubget,,True
10400241,unavailable,pubget,,True
10402587,unavailable,pubget,,True
10407059,unavailable,pubget,,True
10408770,unavailable,pubget,,True
10409170,unavailable,pubget,,True
10416801,unavailable,pubget,,True
10417248,unavailable,pubget,,True
10417252,unavailable,pubget,,True
10417253,unavailable,pubget,,True
10424411,unavailable,pubget,,True
10424675,unavailable,pubget,,True
10426417,unavailable,pubget,,True
10432178,unavailable,pubget,,True
10432180,unavailable,pubget,,True
10439584,unavailable,pubget,,True
10440954,unavailable,pubget,,True
10441018,unavailable,pubget,,True
10448221,unavailable,pubget,,True
10450259,unavailable,pubget,,True
10454151,unavailable,pubget,,True
10458314,unavailable,pubget,,True
10467308,unavailable,pubget,,True
10468363,unavailable,pubget,,True
10468516,unavailable,pubget,,True
10471844,unavailable,pubget,,True
10471848,unavailable,pubget,,True
10473328,unavailable,pubget,,True
10478645,unavailable,pubget,,True
10480664,unavailable,pubget,,True
10482241,unavailable,pubget,,True
10482257,unavailable,pubget,,True
10482272,unavailable,pubget,,True
10482384,unavailable,pubget,,True
10484818,unavailable,pubget,,True
10486407,unavailable,pubget,,True
10489259,unavailable,pubget,,True
10493894,unavailable,pubget,,True
10493901,unavailable,pubget,,True
10493903,unavailable,pubget,,True
10495195,unavailable,pubget,,True
10498441,unavailable,pubget,,True
10499047,unavailable,pubget,,True
10501056,unavailable,pubget,,True
10501577,unavailable,pubget,,True
10501801,unavailable,pubget,,True
10501805,unavailable,pubget,,True
10505872,unavailable,pubget,,True
10506097,unavailable,pubget,,True
10510193,unavailable,pubget,,True
10511640,unavailable,pubget,,True
10515463,unavailable,pubget,,True
10518175,unavailable,pubget,,True
10523407,unavailable,pubget,,True
10524597,unavailable,pubget,,True
10524603,unavailable,pubget,,True
10525759,unavailable,pubget,,True
10531451,unavailable,pubget,,True
10533451,unavailable,pubget,,True
10534252,unavailable,pubget,,True
10543677,unavailable,pubget,,True
10545400,unavailable,pubget,,True
10547329,unavailable,pubget,,True
10547332,unavailable,pubget,,True
10547986,unavailable,pubget,,True
10552083,unavailable,pubget,,True
10552242,unavailable,pubget,,True
10554992,unavailable,pubget,,True
10556091,unavailable,pubget,,True
10556597,unavailable,pubget,,True
10561425,unavailable,pubget,,True
10564377,unavailable,pubget,,True
10571933,unavailable,pubget,,True
10572321,unavailable,pubget,,True
10583491,unavailable,pubget,,True
10584833,unavailable,pubget,,True
10586971,unavailable,pubget,,True
10591898,unavailable,pubget,,True
10595474,unavailable,pubget,,True
10597072,unavailable,pubget,,True
10601000,unavailable,pubget,,True
10601743,unavailable,pubget,,True
10601744,unavailable,pubget,,True
10608584,unavailable,pubget,,True
10609991,unavailable,pubget,,True
10611121,unavailable,pubget,,True
10616631,unavailable,pubget,,True
10619411,unavailable,pubget,,True
10627804,unavailable,pubget,,True
10634893,unavailable,pubget,,True
10636145,unavailable,pubget,,True
10637814,unavailable,pubget,,True
10639399,unavailable,pubget,,True
10641756,unavailable,pubget,,True
10642730,unavailable,pubget,,True
10643727,unavailable,pubget,,True
10648446,unavailable,pubget,,True
10649518,unavailable,pubget,,True
10653025,unavailable,pubget,,True
10654141,unavailable,pubget,,True
10660644,unavailable,pubget,,True
10661767,unavailable,pubget,,True
10667669,unavailable,pubget,,True
