stage,metric,value,ci_lower,ci_upper
search,true_positives,238,,
search,false_negatives,0,,
search,false_positives,248,,
search,recall,1.0,0.9841152225258184,0.9999999999999999
search,precision,0.4897119341563786,0.44552287474950564,0.5340623626006908
abstract,true_positives,237,,
abstract,false_negatives,1,,
abstract,false_positives,138,,
abstract,recall_in_search,0.9957983193277311,0.9765874128692085,0.9992579338370651
abstract,recall_all_meta,0.9957983193277311,0.9765874128692085,0.9992579338370651
abstract,precision,0.632,0.5820795583963813,0.6792433797392406
fulltext,true_positives,234,,
fulltext,false_negatives,2,,
fulltext,false_positives,109,,
fulltext,additional_false_negatives,2,,
fulltext,missing_full_text,1,,
fulltext,incomplete_full_text,0,,
fulltext,false_negatives_all_texts,4,,
fulltext,false_negatives_fulltext_only,2,,
fulltext,omitted_incomplete_fulltext,0,,
fulltext,recall_in_search,0.9915254237288136,0.9696321585901455,0.9976729294346176
fulltext,recall_fulltext_only,0.9915254237288136,0.9696321585901455,0.9976729294346176
fulltext,absolute_recall_all_texts,0.9831932773109243,0.9575903339090249,0.9934453853386146
fulltext,recall_all_meta,0.9831932773109243,0.9575903339090249,0.9934453853386146
fulltext,precision,0.6822157434402333,0.6311535665356822,0.7292414956483235
fulltext,precision_fulltext_only,0.6822157434402333,0.6311535665356822,0.7292414956483235
fulltext_with_coords,true_positives,152,,
fulltext_with_coords,false_negatives,84,,
fulltext_with_coords,false_positives,46,,
fulltext_with_coords,omitted_incomplete_fulltext,0,,
fulltext_with_coords,recall_in_search,0.6440677966101694,0.5811204055544614,0.7024000512803827
fulltext_with_coords,recall_all_meta,0.6386554621848739,0.5758670184904403,0.6970388835545344
fulltext_with_coords,precision,0.7676767676767676,0.7040977071255253,0.8210665801175404
