stage,metric,value,ci_lower,ci_upper
search,true_positives,142,,
search,false_negatives,49,,
search,false_positives,1032,,
search,recall,0.743455497382199,0.6771447259258051,0.8001660742318614
search,precision,0.12095400340715502,0.1035271968759889,0.14085337178451687
abstract,true_positives,140,,
abstract,false_negatives,2,,
abstract,false_positives,430,,
abstract,recall_in_search,0.9859154929577465,0.9501030115661628,0.996129064878418
abstract,recall_all_meta,0.7329842931937173,0.6661011068186194,0.7906801965580722
abstract,precision,0.24561403508771928,0.212056359481464,0.28257769981294745
fulltext,true_positives,137,,
fulltext,false_negatives,0,,
fulltext,false_positives,290,,
fulltext,additional_false_negatives,0,,
fulltext,missing_full_text,3,,
fulltext,incomplete_full_text,0,,
fulltext,false_negatives_all_texts,5,,
fulltext,false_negatives_fulltext_only,0,,
fulltext,omitted_incomplete_fulltext,0,,
fulltext,recall_in_search,1.0,0.9727239679185695,1
fulltext,recall_fulltext_only,1.0,0.9727239679185695,1
fulltext,absolute_recall_all_texts,0.9647887323943662,0.9202235175149179,0.9848680338668553
fulltext,recall_all_meta,0.7172774869109948,0.6496162706814863,0.7763707875237431
fulltext,precision,0.32084309133489464,0.27833291871530075,0.36654816983325167
fulltext,precision_fulltext_only,0.32084309133489464,0.27833291871530075,0.36654816983325167
fulltext_with_coords,true_positives,68,,
fulltext_with_coords,false_negatives,69,,
fulltext_with_coords,false_positives,108,,
fulltext_with_coords,omitted_incomplete_fulltext,0,,
fulltext_with_coords,recall_in_search,0.49635036496350365,0.41387476724711403,0.5790250578045754
fulltext_with_coords,recall_all_meta,0.35602094240837695,0.2915658187710095,0.4261536004905855
fulltext_with_coords,precision,0.38636363636363635,0.3175849327041021,0.4599971172776595
