stage,metric,value,ci_lower,ci_upper
search,true_positives,142,,
search,false_negatives,49,,
search,false_positives,1028,,
search,recall,0.743455497382199,0.6771447259258051,0.8001660742318614
search,precision,0.12136752136752137,0.1038843492358417,0.1413289742653871
abstract,true_positives,140,,
abstract,false_negatives,2,,
abstract,false_positives,480,,
abstract,recall_in_search,0.9859154929577465,0.9501030115661628,0.996129064878418
abstract,recall_all_meta,0.7329842931937173,0.6661011068186194,0.7906801965580722
abstract,precision,0.22580645161290322,0.1946410863384388,0.2603487700610062
fulltext,true_positives,122,,
fulltext,false_negatives,15,,
fulltext,false_positives,259,,
fulltext,additional_false_negatives,15,,
fulltext,missing_full_text,0,,
fulltext,incomplete_full_text,3,,
fulltext,false_negatives_all_texts,20,,
fulltext,false_negatives_fulltext_only,15,,
fulltext,omitted_incomplete_fulltext,3,,
fulltext,recall_in_search,0.8905109489051095,0.8272010063811369,0.9325177130881109
fulltext,recall_fulltext_only,0.8905109489051095,0.8272010063811369,0.9325177130881109
fulltext,absolute_recall_all_texts,0.8591549295774648,0.792449778182723,0.9069391478850107
fulltext,recall_all_meta,0.6387434554973822,0.5685017892363146,0.7035140431116028
fulltext,precision,0.32020997375328086,0.2753557757086818,0.36865360373470485
fulltext,precision_fulltext_only,0.32020997375328086,0.2753557757086818,0.36865360373470485
fulltext_with_coords,true_positives,98,,
fulltext_with_coords,false_negatives,39,,
fulltext_with_coords,false_positives,152,,
fulltext_with_coords,omitted_incomplete_fulltext,3,,
fulltext_with_coords,recall_in_search,0.7153284671532847,0.6346967920164778,0.7842135299338552
fulltext_with_coords,recall_all_meta,0.5130890052356021,0.44264674281746186,0.5830151281587568
fulltext_with_coords,precision,0.392,0.33355440837517,0.4537145026307487
