id	PositiveTail 1	PositiveTail 2	PositiveTail 3	PositiveTail 4	PositiveTail 5	PositiveTail 6	PositiveTail 7	PositiveTail 8	PositiveTail 9	PositiveTail 10	PositiveTail 11	PositiveTail 12	PositiveTail 13	PositiveTail 14
23948645-23948645_analysis_3	2	3	1	1	1	2	0	0	0	0	0	0	0	0
24067301-24067301_analysis_0	2	0	0	2	2	0	0	0	0	0	0	0	0	0
24067301-24067301_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24067301-24067301_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24067301-24067301_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24067301-24067301_analysis_4	2	3	0	4	1	0	1	0	0	0	0	0	0	0
24067301-24067301_analysis_5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
24067301-24067301_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24067301-24067301_analysis_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24243619-24243619_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24243619-24243619_analysis_1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
24243619-24243619_analysis_2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
24294906-24294906_analysis_0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
24324679-24324679_analysis_0	3	2	0	0	1	0	1	0	0	0	0	0	0	0
24324679-24324679_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24324679-24324679_analysis_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24324679-24324679_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24324679-24324679_analysis_3	1	0	0	1	0	0	0	0	0	0	0	0	0	0
24324679-24324679_analysis_4	1	1	0	1	0	0	0	0	0	0	0	0	0	0
24324679-24324679_analysis_5	0	1	0	1	1	0	0	0	0	0	0	0	0	0
24324679-24324679_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24324679-24324679_analysis_7	0	0	0	0	0	0	1	0	0	0	0	0	0	0
24324679-24324679_analysis_8	2	0	0	0	0	0	0	0	0	0	0	0	0	0
24324679-24324679_analysis_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24412433-24412433_analysis_1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
24412433-24412433_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_2	2	3	0	2	0	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_4	2	4	0	0	0	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24462962-24462962_analysis_0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
24726338-24726338_analysis_2	0	4	0	3	3	0	0	0	0	0	0	0	0	0
24726338-24726338_analysis_3	1	0	0	0	1	0	0	0	0	0	0	0	0	0
24760733-24760733_analysis_0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
24772075-24772075_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24772075-24772075_analysis_6	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24814646-24814646_analysis_0	26	20	0	7	1	0	1	0	0	0	0	0	0	0
24814646-24814646_analysis_3	5	2	0	0	0	0	0	0	1	0	0	0	0	0
24842782-24842782_analysis_0	1	1	0	1	0	0	0	1	0	0	0	0	0	0
24842782-24842782_analysis_1	0	3	0	1	1	0	0	0	0	0	0	0	0	0
24842782-24842782_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24927685-24927685_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25220190-25220190_analysis_0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_2	0	2	1	0	1	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_4	1	1	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25315788-25315788_analysis_0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
25315788-25315788_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25315788-25315788_analysis_2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
25534111-25534111_analysis_0	0	1	1	3	0	0	0	0	0	0	0	0	0	0
25534111-25534111_analysis_1	2	1	0	2	0	0	1	0	0	0	0	0	0	0
25534111-25534111_analysis_2	2	1	0	2	0	0	0	0	0	0	0	0	0	0
25534111-25534111_analysis_3	0	0	0	1	1	0	1	0	0	0	0	0	0	0
25640962-25640962_analysis_0	1	3	0	1	0	0	0	0	0	0	0	0	0	0
25640962-25640962_analysis_1	0	1	0	1	2	0	0	0	0	0	0	0	0	0
25640962-25640962_analysis_2	3	4	0	0	0	0	0	0	0	0	0	0	0	0
25640962-25640962_analysis_3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
25640962-25640962_analysis_4	0	2	0	2	2	0	0	0	0	0	0	0	0	0
25697049-25697049_analysis_2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
25703807-25703807_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25729358-25729358_analysis_0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
25729358-25729358_analysis_1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
25729358-25729358_analysis_2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
25729358-25729358_analysis_3	1	3	0	0	1	0	0	0	0	0	0	0	0	0
25729358-25729358_analysis_4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
25729358-25729358_analysis_5	0	0	0	0	1	0	0	0	0	0	0	0	0	0
25823855-25823855_analysis_0	4	6	2	2	0	0	1	0	0	0	0	0	0	0
25823855-25823855_analysis_1	3	6	1	1	0	0	0	0	0	0	0	0	0	0
25823855-25823855_analysis_2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
25823855-25823855_analysis_3	3	2	2	0	0	0	0	0	0	0	0	0	0	0
25885446-25885446_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25885446-25885446_analysis_1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
25929599-25929599_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25929599-25929599_analysis_2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
25929599-25929599_analysis_3	0	1	0	1	1	0	0	0	0	0	0	0	0	0
25929599-25929599_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25963262-25963262_analysis_0	4	3	0	0	0	0	1	0	0	0	0	0	0	0
25963262-25963262_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25963262-25963262_analysis_4	3	2	0	1	1	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_3	0	2	0	1	0	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_5	0	1	0	1	0	0	0	0	0	0	0	0	0	0
26040978-26040978_analysis_0	0	3	1	2	0	0	0	0	0	0	0	0	0	0
26040978-26040978_analysis_1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
26040978-26040978_analysis_2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
26143208-26143208_analysis_0	0	0	1	1	2	0	0	0	0	0	0	0	0	0
26143208-26143208_analysis_1	0	1	1	2	0	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
26189076-26189076_analysis_10	0	1	0	0	0	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_11	0	1	0	0	0	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_6	1	1	0	0	0	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26235682-26235682_analysis_0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
26235682-26235682_analysis_1	1	2	0	0	0	1	0	0	0	0	0	0	0	0
26262561-26262561_analysis_0	1	2	0	0	1	0	0	0	0	0	0	0	0	0
26417673-26417673_analysis_0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
26417673-26417673_analysis_1	0	2	1	0	0	0	0	0	0	0	0	0	0	0
26417673-26417673_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26505303-26505303_analysis_1	1	3	0	0	0	0	0	0	0	0	0	0	0	0
26505303-26505303_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26541443-26541443_analysis_0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
26541443-26541443_analysis_1	0	2	2	2	0	0	0	0	0	0	0	0	0	0
26803059-26803059_analysis_1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
26803059-26803059_analysis_2	1	3	0	5	2	0	0	0	0	0	0	0	0	0
26803059-26803059_analysis_3	1	2	0	0	0	0	0	0	0	0	0	0	0	0
26803059-26803059_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26803059-26803059_analysis_5	0	0	2	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_9	1	1	0	0	0	0	0	0	0	0	0	0	0	0
26892859-26892859_analysis_0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
26892859-26892859_analysis_1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
26908320-26908320_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26908320-26908320_analysis_2	4	0	0	0	0	0	0	0	0	0	0	0	0	0
26908320-26908320_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26908320-26908320_analysis_5	1	1	0	0	0	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_10	0	1	0	0	0	0	0	0	0	0	0	0	0	0
27313976-27313976_analysis_0	4	1	1	1	0	0	0	0	0	0	0	0	0	0
27375449-27375449_analysis_2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
27458349-27458349_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27477020-27477020_analysis_0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
27477020-27477020_analysis_1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
27494142-27494142_analysis_0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
27494142-27494142_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27494142-27494142_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27494142-27494142_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27494142-27494142_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_0	4	3	0	1	0	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_1	2	2	0	4	0	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_11	2	0	0	1	0	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_12	0	1	0	0	0	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_13	0	2	0	0	0	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_2	4	4	0	2	0	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_3	4	0	0	0	0	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_4	0	0	0	0	1	1	0	0	0	0	0	0	0	0
27531389-27531389_analysis_5	0	0	0	0	1	2	0	0	0	0	0	0	0	0
27531389-27531389_analysis_6	4	4	0	0	0	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_7	0	2	0	0	0	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_8	2	2	1	0	0	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_9	4	0	0	0	0	0	0	0	0	0	0	0	0	0
27613508-27613508_analysis_0	1	2	0	1	0	0	0	0	0	0	0	0	0	0
27622781-27622781_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27622781-27622781_analysis_2	0	1	0	0	2	0	0	0	0	0	0	0	0	0
27622781-27622781_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27622781-27622781_analysis_4	1	0	0	2	0	0	0	0	0	0	0	0	0	0
27622781-27622781_analysis_5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
27796303-27796303_analysis_0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
27796303-27796303_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27796303-27796303_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27796303-27796303_analysis_3	1	3	0	0	0	1	0	0	0	0	0	0	0	0
27796303-27796303_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27796303-27796303_analysis_5	1	2	0	0	1	0	0	0	0	0	0	0	0	0
27796303-27796303_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27796303-27796303_analysis_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27796303-27796303_analysis_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27889465-27889465_analysis_0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
27978778-27978778_analysis_2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
27978778-27978778_analysis_3	1	1	0	0	0	0	0	0	0	0	0	0	0	0
27989775-27989775_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_10	0	0	0	0	1	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_11	0	0	0	0	0	1	0	0	0	0	0	0	0	0
28093278-28093278_analysis_2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_7	0	1	0	0	0	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_9	0	0	0	0	0	1	0	0	0	0	0	0	0	0
28108394-28108394_analysis_0	6	10	1	2	1	2	1	0	0	0	0	0	0	0
28199713-28199713_analysis_0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
28254454-28254454_analysis_0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
28477977-28477977_analysis_1	2	2	0	0	0	0	0	0	0	0	0	0	0	0
28477977-28477977_analysis_2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
28477977-28477977_analysis_3	0	2	0	1	1	0	0	0	0	0	0	0	0	0
28504911-28504911_analysis_1	2	1	0	0	0	1	0	0	0	0	0	0	0	0
28504911-28504911_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28551067-28551067_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28551067-28551067_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28551067-28551067_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28551067-28551067_analysis_3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
28551067-28551067_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28551067-28551067_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28575506-28575506_analysis_0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
28575506-28575506_analysis_1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
28575506-28575506_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28575506-28575506_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28575506-28575506_analysis_4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
28669909-28669909_analysis_3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
28939856-28939856_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28939856-28939856_analysis_1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
28939856-28939856_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28939856-28939856_analysis_3	1	2	0	1	1	0	0	0	0	0	0	0	0	0
28939856-28939856_analysis_4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
28939856-28939856_analysis_5	1	3	0	1	1	0	0	0	0	0	0	0	0	0
28939856-28939856_analysis_6	0	0	0	1	1	0	0	0	0	0	0	0	0	0
28939856-28939856_analysis_7	0	0	0	1	0	0	0	0	0	0	0	0	0	0
28939856-28939856_analysis_8	1	0	0	0	0	0	0	0	0	0	0	0	0	0
28976039-28976039_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28976039-28976039_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29079809-29079809_analysis_1	3	1	0	1	0	0	0	0	0	0	0	0	0	0
29221830-29221830_analysis_0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
29221830-29221830_analysis_5	2	7	0	3	1	0	0	0	0	0	0	0	0	0
29250867-29250867_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29250867-29250867_analysis_4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
29250867-29250867_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29250867-29250867_analysis_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29250867-29250867_analysis_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29265483-29265483_analysis_0	4	3	1	3	2	0	0	1	0	0	0	0	0	0
29265483-29265483_analysis_1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
29265483-29265483_analysis_2	0	0	0	0	2	1	0	0	1	0	0	0	0	0
29265483-29265483_analysis_3	0	2	0	0	1	0	0	0	0	0	0	0	0	0
29324862-29324862_analysis_0	3	0	0	1	0	0	0	0	0	0	0	0	0	0
29324862-29324862_analysis_1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
29324862-29324862_analysis_2	3	3	0	0	0	0	1	0	0	0	0	0	0	0
29324862-29324862_analysis_3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
29324862-29324862_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29324862-29324862_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29324862-29324862_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29366950-29366950_analysis_0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29740753-29740753_analysis_0	5	2	0	0	0	0	0	0	0	0	0	0	0	0
29740753-29740753_analysis_1	5	4	0	1	0	0	0	0	0	0	0	0	0	0
29740753-29740753_analysis_2	14	9	0	0	0	0	0	0	0	0	0	0	0	0
29890323-29890323_analysis_0	4	5	0	1	1	0	0	0	0	0	0	0	0	0
29890323-29890323_analysis_1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
29890323-29890323_analysis_2	2	4	0	0	0	0	0	0	0	0	0	0	0	0
29890323-29890323_analysis_3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
29890323-29890323_analysis_5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
29915004-29915004_analysis_1	3	3	0	0	0	0	0	0	0	0	0	0	0	0
29915004-29915004_analysis_2	1	2	2	0	0	1	0	0	0	0	0	0	0	0
29915004-29915004_analysis_4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
29992485-29992485_analysis_1	2	6	0	0	0	0	0	0	0	0	0	0	0	0
30056560-30056560_analysis_0	2	1	0	0	1	2	0	0	0	0	0	0	0	0
30056560-30056560_analysis_1	2	1	0	0	0	3	0	0	0	0	0	0	0	0
30264337-30264337_analysis_4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
30272134-30272134_analysis_0	4	5	0	0	0	0	0	0	0	0	0	0	0	0
30272134-30272134_analysis_1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
30272134-30272134_analysis_2	1	4	0	3	0	0	0	1	0	0	0	0	0	0
30300745-30300745_analysis_0	1	1	0	0	2	2	0	0	0	0	0	0	0	0
30300745-30300745_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30349467-30349467_analysis_2	0	1	0	1	1	0	0	0	0	0	0	0	0	0
30349467-30349467_analysis_4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
30349467-30349467_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30649548-30649548_analysis_0	0	1	0	0	4	1	0	0	0	0	0	0	0	0
30649548-30649548_analysis_1	0	1	0	2	6	0	0	0	0	0	0	0	0	0
30649548-30649548_analysis_3	1	1	0	0	1	0	0	0	0	0	0	0	0	0
30649548-30649548_analysis_4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
30649548-30649548_analysis_5	0	6	0	0	2	0	0	0	0	0	0	0	0	0
30806571-30806571_analysis_7	0	1	0	0	0	0	0	0	0	0	0	0	0	0
30834300-30834300_analysis_0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
30834300-30834300_analysis_1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
30834300-30834300_analysis_2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
30949039-30949039_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31090126-31090126_analysis_0	10	8	2	3	1	1	3	0	0	0	0	0	0	0
31090126-31090126_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31090126-31090126_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31090126-31090126_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31090126-31090126_analysis_4	3	0	0	1	0	0	0	0	0	0	0	0	0	0
31142792-31142792_analysis_0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
31142792-31142792_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31978745-31978745_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
