stage,metric,value,ci_lower,ci_upper
search,true_positives,238,,
search,false_negatives,0,,
search,false_positives,827,,
search,recall,1.0,0.9841152225258184,0.9999999999999999
search,precision,0.22347417840375586,0.19947412337572545,0.24946199587711793
abstract,true_positives,237,,
abstract,false_negatives,1,,
abstract,false_positives,488,,
abstract,recall_in_search,0.9957983193277311,0.9765874128692085,0.9992579338370651
abstract,recall_all_meta,0.9957983193277311,0.9765874128692085,0.9992579338370651
abstract,precision,0.32689655172413795,0.2937413628089311,0.361876538254894
fulltext,true_positives,231,,
fulltext,false_negatives,2,,
fulltext,false_positives,337,,
fulltext,additional_false_negatives,2,,
fulltext,missing_full_text,1,,
fulltext,incomplete_full_text,3,,
fulltext,false_negatives_all_texts,7,,
fulltext,false_negatives_fulltext_only,2,,
fulltext,omitted_incomplete_fulltext,3,,
fulltext,recall_in_search,0.9914163090128756,0.9692480247785785,0.9976429268110073
fulltext,recall_fulltext_only,0.9914163090128756,0.9692480247785785,0.9976429268110073
fulltext,absolute_recall_all_texts,0.9705882352941176,0.940544558194804,0.9856815335942015
fulltext,recall_all_meta,0.9705882352941176,0.940544558194804,0.9856815335942015
fulltext,precision,0.40669014084507044,0.3670505327398274,0.4475834498175801
fulltext,precision_fulltext_only,0.40669014084507044,0.3670505327398274,0.4475834498175801
fulltext_with_coords,true_positives,151,,
fulltext_with_coords,false_negatives,82,,
fulltext_with_coords,false_positives,177,,
fulltext_with_coords,omitted_incomplete_fulltext,3,,
fulltext_with_coords,recall_in_search,0.648068669527897,0.5847967577476016,0.7065371970981686
fulltext_with_coords,recall_all_meta,0.634453781512605,0.5715842190816898,0.6930518071437404
fulltext_with_coords,precision,0.4603658536585366,0.40719468039659246,0.5144546848427266
