stage,metric,value,ci_lower,ci_upper
search,true_positives,230,,
search,false_negatives,0,,
search,false_positives,262,,
search,recall,1.0,0.9835717853452937,1
search,precision,0.46747967479674796,0.4238137674691755,0.5116494933786436
abstract,true_positives,229,,
abstract,false_negatives,1,,
abstract,false_positives,154,,
abstract,recall_in_search,0.9956521739130435,0.9757868782595205,0.9992321089523359
abstract,recall_all_meta,0.9956521739130435,0.9757868782595205,0.9992321089523359
abstract,precision,0.597911227154047,0.5480675016077816,0.6458103026407791
fulltext,true_positives,218,,
fulltext,false_negatives,3,,
fulltext,false_positives,99,,
fulltext,additional_false_negatives,2,,
fulltext,recall_in_search,0.9864253393665159,0.9608558129412927,0.9953729276476375
fulltext,recall_all_meta,0.9478260869565217,0.9110322236493205,0.9699059840947251
fulltext,precision,0.6876971608832808,0.634689558622085,0.7362099756029034
fulltext_with_coords,true_positives,0,,
fulltext_with_coords,false_negatives,221,,
fulltext_with_coords,false_positives,0,,
fulltext_with_coords,recall_in_search,0.0,0,0.01708580618533225
fulltext_with_coords,recall_all_meta,0.0,0,0.01642821465470643
fulltext_with_coords,precision,0,0.0,0.0
