pmid,analysis_index,analysis_id,analysis_name,analysis_description,table_id,coordinate_count,coordinate_spaces,coordinates_json,invalid_point_count,dementia_all__include,dementia_all__confidence,dementia_all__reasoning,dementia_all__inclusion_criteria_applied,dementia_all__exclusion_criteria_applied,dementia_decreasing_activity__include,dementia_decreasing_activity__confidence,dementia_decreasing_activity__reasoning,dementia_decreasing_activity__inclusion_criteria_applied,dementia_decreasing_activity__exclusion_criteria_applied,structural__include,structural__confidence,structural__reasoning,structural__inclusion_criteria_applied,structural__exclusion_criteria_applied,functional__include,functional__confidence,functional__reasoning,functional__inclusion_criteria_applied,functional__exclusion_criteria_applied
14527604,0,14527604_analysis_0,"Conjunction (c1, c2, c3)",,TABLE2,8,MNI,"[[0.0, 56.0, 0.0], [-2.0, 36.0, 20.0], [0.0, 18.0, -16.0], [-14.0, 60.0, 22.0], [-22.0, 24.0, 46.0], [-46.0, 18.0, 30.0], [-64.0, -20.0, -22.0], [-10.0, 10.0, 2.0]]",0,True,,Analysis is a whole-brain voxelwise FDG-PET comparison of FTD patients versus controls; meets global whole-brain and patient-vs-control requirements and uses FDG-PET as specified.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""DEMENTIA_ALL_I1""]",[],True,,This conjunction analysis reports consistent decreases in glucose metabolism in FTD versus controls (FTD < CTL) across centers using FDG-PET.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""DEMENTIA_DECREASING_ACTIVITY_I1"", ""DEMENTIA_DECREASING_ACTIVITY_I2""]",[],False,,Excluded: this analysis does not use Voxel-Based Morphometry (VBM); STRUCTURAL_I1 is not met.,[],[],True,,"Includes FDG-PET whole-brain voxelwise analysis comparing FTD to controls, meeting functional imaging criterion.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""FUNCTIONAL_I1""]",[]
14527604,1,14527604_analysis_1,Interaction (c1 versus c2 and c3),,TABLE2,1,MNI,"[[-6.0, 28.0, -12.0]]",0,True,,Interaction is a whole-brain voxelwise analysis derived from FTD versus control contrasts across centers; global criteria and the 'all analyses' modality criterion are satisfied.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""DEMENTIA_ALL_I1""]",[],False,,Excluded because this interaction contrast does not directly report decreases in activity for the bvFTD group relative to controls (missing DEMENTIA_DECREASING_ACTIVITY_I1).,[],[],False,,Excluded: this analysis does not use Voxel-Based Morphometry (VBM); STRUCTURAL_I1 is not met.,[],[],True,,"Interaction analysis is performed on whole-brain FDG-PET data derived from FTD versus control comparisons, satisfying the functional imaging inclusion.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""FUNCTIONAL_I1""]",[]
14527604,2,14527604_analysis_2,Interaction (c2 versus c1 and c3),,TABLE2,0,,[],0,True,,Whole-brain voxelwise analysis derived from FTD versus control contrasts; global and modality criteria satisfied.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""DEMENTIA_ALL_I1""]",[],False,,Excluded because this interaction contrast does not directly report decreases in activity for the bvFTD group relative to controls (missing DEMENTIA_DECREASING_ACTIVITY_I1).,[],[],False,,Excluded: this analysis does not use Voxel-Based Morphometry (VBM); STRUCTURAL_I1 is not met.,[],[],True,,"Analysis uses whole-brain FDG-PET data and compares FTD-related contrasts across centers, meeting the functional imaging criterion.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""FUNCTIONAL_I1""]",[]
14527604,3,14527604_analysis_3,Interaction (c3 versus c1 and c2),,TABLE2,1,MNI,"[[58.0, 8.0, -12.0]]",0,True,,Whole-brain voxelwise interaction derived from FTD versus control contrasts; global and modality criteria satisfied.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""DEMENTIA_ALL_I1""]",[],False,,Excluded because this interaction contrast does not directly report decreases in activity for the bvFTD group relative to controls (missing DEMENTIA_DECREASING_ACTIVITY_I1).,[],[],False,,Excluded: this analysis does not use Voxel-Based Morphometry (VBM); STRUCTURAL_I1 is not met.,[],[],True,,"Interaction performed on whole-brain FDG-PET data derived from FTD versus control contrasts, satisfying the functional imaging inclusion.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""FUNCTIONAL_I1""]",[]
15585344,0,15585344_analysis_0,Atrophic regions in frontotemporal dementia,,TBL2,19,None,"[[-2.0, 44.0, -10.0], [0.0, 26.0, -10.0], [-38.0, 30.0, 2.0], [-32.0, 22.0, 10.0], [4.0, 6.0, -6.0], [-52.0, 8.0, 18.0], [18.0, -10.0, -14.0], [-62.0, -28.0, -24.0], [8.0, 18.0, -18.0], [-4.0, 50.0, 24.0], [-18.0, -10.0, -14.0], [38.0, 22.0, 8.0], [14.0, 20.0, -2.0], [-4.0, 32.0, 18.0], [-8.0, 14.0, 38.0], [18.0, -6.0, -22.0], [10.0, 22.0, 36.0], [8.0, 34.0, 26.0], [-4.0, 46.0, 24.0]]",0,True,,Study uses whole-brain voxelwise VBM comparing an FTD group to healthy controls; VBM is an accepted modality for this annotation and meets global whole-brain and group-comparison requirements.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""DEMENTIA_ALL_I1""]",[],True,,"The VBM analysis reports decreased gray matter (atrophy) in FTD versus controls (Control > FTD), and uses VBM as required.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""DEMENTIA_DECREASING_ACTIVITY_I1"", ""DEMENTIA_DECREASING_ACTIVITY_I2""]",[],True,,"This analysis uses voxel-based morphometry (VBM), which satisfies the structural annotation criterion.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""STRUCTURAL_I1""]",[],False,,Analysis is structural VBM and does not use fMRI or FDG-PET; missing required functional inclusion criterion FUNCTIONAL_I1.,[],[]
15668960,0,15668960_analysis_0,vs controls (p < 0.001),Apathetic subjects,88,11,None,"[[-16.0, 64.0, -4.0], [-16.0, 64.0, -4.0], [16.0, 64.0, 0.0], [-2.0, 42.0, -24.0], [4.0, 40.0, -24.0], [-52.0, 16.0, 20.0], [-42.0, 12.0, 0.0], [58.0, 20.0, 24.0], [44.0, 6.0, 2.0], [-2.0, -16.0, 4.0], [12.0, -22.0, 6.0]]",0,True,,"Whole-brain voxelwise SPM FDG-PET comparison of apathetic fv-FTLD patients vs healthy controls meets global whole-brain and control-comparison criteria, and modality is FDG-PET.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""DEMENTIA_ALL_I1""]",[],True,,"Whole-brain voxelwise FDG-PET analysis comparing apathetic fv-FTLD vs controls reports regional decreases (hypometabolism), satisfying global and local criteria.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""DEMENTIA_DECREASING_ACTIVITY_I1"", ""DEMENTIA_DECREASING_ACTIVITY_I2""]",[],False,,"Excluded because the analysis uses FDG-PET images, not VBM; missing STRUCTURAL_I1 (VBM modality).",[],[],True,,Whole-brain voxelwise FDG-PET comparison vs controls meets global criteria and FUNCTIONAL_I1 (FDG-PET is a functional modality).,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""FUNCTIONAL_I1""]",[]
15668960,1,15668960_analysis_1,vs disinhibited (p < 0.01),Apathetic subjects,88,8,None,"[[-42.0, 12.0, 26.0], [-46.0, 20.0, 18.0], [42.0, 34.0, 2.0], [38.0, 28.0, 24.0], [-24.0, -12.0, 68.0], [44.0, 6.0, 10.0], [0.0, 26.0, 58.0], [8.0, 40.0, 40.0]]",0,False,,"Excluded because GLOBAL_I2 is not met: this analysis is a direct comparison between two patient subgroups (apathetic vs disinhibited), not a comparison to healthy controls.",[],[],False,,Excluded because GLOBAL_I2 is not met: analysis compares apathetic vs disinhibited patients rather than patient group vs healthy controls.,[],[],False,,"Excluded because GLOBAL_I2 is not met (comparison is between patient subgroups, not vs healthy controls); additionally, modality is FDG-PET not VBM (missing STRUCTURAL_I1).",[],[],False,,Excluded because GLOBAL_I2 is not met: this is a patient-subgroup vs patient-subgroup contrast rather than a patient vs healthy control contrast.,[],[]
15668960,2,15668960_analysis_2,vs controls (p < 0.001),Disinhibited subjects,88,12,None,"[[-10.0, 12.0, -24.0], [12.0, 24.0, -28.0], [-8.0, 38.0, 18.0], [8.0, 34.0, 20.0], [-46.0, 6.0, 0.0], [-4.0, -18.0, 8.0], [10.0, -20.0, 6.0], [-48.0, -18.0, -36.0], [48.0, -16.0, -36.0], [-24.0, -12.0, -30.0], [20.0, -8.0, -30.0], [46.0, 8.0, -2.0]]",0,True,,"Whole-brain voxelwise SPM FDG-PET comparison of disinhibited fv-FTLD patients vs healthy controls meets global whole-brain and control-comparison criteria, and modality is FDG-PET.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""DEMENTIA_ALL_I1""]",[],True,,"Whole-brain voxelwise FDG-PET analysis comparing disinhibited fv-FTLD vs controls reports regional decreases (hypometabolism), satisfying global and local criteria.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""DEMENTIA_DECREASING_ACTIVITY_I1"", ""DEMENTIA_DECREASING_ACTIVITY_I2""]",[],False,,"Excluded because the analysis uses FDG-PET images, not VBM; missing STRUCTURAL_I1 (VBM modality).",[],[],True,,Whole-brain voxelwise FDG-PET comparison vs controls meets global criteria and FUNCTIONAL_I1 (FDG-PET is a functional modality).,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""FUNCTIONAL_I1""]",[]
15668960,3,15668960_analysis_3,vs apathetic (p < 0.01),Disinhibited subjects,88,7,None,"[[-18.0, 12.0, -20.0], [11.0, 12.0, -18.0], [36.0, -12.0, -18.0], [-22.0, -28.0, -28.0], [50.0, -30.0, -28.0], [-12.0, 26.0, 26.0], [14.0, 32.0, 22.0]]",0,False,,"Excluded because GLOBAL_I2 is not met: this analysis is a direct comparison between two patient subgroups (disinhibited vs apathetic), not a comparison to healthy controls.",[],[],False,,Excluded because GLOBAL_I2 is not met: analysis compares disinhibited vs apathetic patients rather than patient group vs healthy controls.,[],[],False,,"Excluded because GLOBAL_I2 is not met (comparison is between patient subgroups, not vs healthy controls); modality is FDG-PET not VBM (missing STRUCTURAL_I1).",[],[],False,,Excluded because GLOBAL_I2 is not met: this is a patient-subgroup vs patient-subgroup contrast rather than a patient vs healthy control contrast.,[],[]
18268196,0,18268196_analysis_0,"Regions of Gray Matter Loss in Very Mild, Mild, and Moderate to Severe bvFTD",,77,105,None,"[[2.0, 36.0, 14.0], [4.0, 38.0, 20.0], [2.0, 28.0, 18.0], [-2.0, 36.0, 12.0], [-2.0, 38.0, 16.0], [-2.0, 32.0, 16.0], [2.0, 44.0, 20.0], [2.0, 44.0, 30.0], [2.0, 44.0, 28.0], [-2.0, 48.0, 22.0], [-2.0, 46.0, 28.0], [-2.0, 46.0, 24.0], [2.0, 53.0, -4.0], [-2.0, 58.0, 2.0], [1.0, 53.0, -3.0], [-2.0, 54.0, -4.0], [-2.0, 54.0, -2.0], [-2.0, 54.0, -4.0], [2.0, 8.0, -4.0], [4.0, 8.0, -8.0], [4.0, 8.0, -6.0], [-4.0, 12.0, -6.0], [-4.0, 8.0, -6.0], [-4.0, 10.0, -6.0], [42.0, 17.0, -10.0], [36.0, 18.0, -8.0], [42.0, 16.0, -12.0], [-39.0, 17.0, -13.0], [-38.0, 20.0, -10.0], [-39.0, 17.0, -13.0], [39.0, 23.0, 5.0], [35.0, 18.0, 5.0], [35.0, 16.0, 7.0], [-34.0, 24.0, 4.0], [-32.0, 22.0, 4.0], [-36.0, 24.0, 4.0], [33.0, 36.0, -13.0], [34.0, 36.0, -13.0], [42.0, 16.0, -12.0], [-29.0, 38.0, -13.0], [-29.0, 38.0, -14.0], [-30.0, 38.0, -15.0], [44.0, -10.0, -4.0], [-40.0, -12.0, -2.0], [28.0, 61.0, -15.0], [24.0, 61.0, -13.0], [33.0, 63.0, -6.0], [-31.0, 61.0, -2.0], [-29.0, 61.0, -2.0], [-27.0, 61.0, -3.0], [30.0, 52.0, 18.0], [38.0, 52.0, 6.0], [36.0, 44.0, 28.0], [-42.0, 52.0, 9.0], [-42.0, 53.0, 7.0], [-45.0, 53.0, 4.0], [38.0, 14.0, 33.0], [38.0, 15.0, 33.0], [38.0, 13.0, 34.0], [-44.0, 13.0, 28.0], [-44.0, 11.0, 27.0], [-43.0, 10.0, 25.0], [47.0, -6.0, 33.0], [47.0, -6.0, 34.0], [-53.0, -30.0, -8.0], [-54.0, -29.0, -4.0], [45.0, 36.0, 17.0], [45.0, 34.0, 20.0], [44.0, 34.0, 24.0], [-48.0, 36.0, 26.0], [-56.0, 28.0, 18.0], [26.0, 34.0, 40.0], [30.0, 26.0, 40.0], [-40.0, 25.0, 46.0], [-42.0, 28.0, 45.0], [0.0, 36.0, 38.0], [0.0, 36.0, 38.0], [-24.0, 19.0, 47.0], [-25.0, 21.0, 47.0], [48.0, -18.0, -4.0], [50.0, -18.0, -6.0], [-50.0, -51.0, 26.0], [48.0, -59.0, 44.0], [29.0, -13.0, -13.0], [30.0, -14.0, -10.0], [-30.0, -14.0, -10.0], [28.0, -14.0, -16.0], [27.0, -26.0, -10.0], [-28.0, -32.0, -6.0], [-7.0, 15.0, 6.0], [-8.0, 13.0, 9.0], [-10.0, 15.0, 7.0], [9.0, 13.0, 9.0], [9.0, 13.0, 9.0], [9.0, 12.0, 7.0], [30.0, 4.0, 8.0], [27.0, 6.0, 8.0], [29.0, 8.0, 10.0], [-22.0, 3.0, 6.0], [-22.0, 5.0, 4.0], [-22.0, 11.0, 4.0], [2.0, -8.0, 10.0], [2.0, -8.0, 8.0], [2.0, -8.0, 8.0], [48.0, -67.0, -48.0]]",0,True,,Meets global whole-brain voxelwise comparison of a bvFTD group versus healthy controls (VBM). Local inclusion requires VBM/fMRI/FDG-PET which VBM satisfies.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""DEMENTIA_ALL_I1""]",[],True,,"Analysis reports gray matter decreases in bvFTD versus controls (Control > bvFTD) using VBM, satisfying both local inclusion criteria.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""DEMENTIA_DECREASING_ACTIVITY_I1"", ""DEMENTIA_DECREASING_ACTIVITY_I2""]",[],True,,This is a VBM (voxel-based morphometry) whole-brain structural analysis comparing bvFTD groups to controls.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""STRUCTURAL_I1""]",[],False,,"Excluded because required local inclusion FUNCTIONAL_I1 (fMRI or FDG-PET) is not met: the analysis uses VBM (structural MRI), not fMRI or FDG-PET.",[],[]
