pmid,type,source,full_text_path,in_included_set
11549754,unavailable,pubget,,True
12495527,unavailable,pubget,,True
12644355,unavailable,pubget,,True
15501593,unavailable,pubget,,True
16249098,unavailable,pubget,,True
18817740,unavailable,pubget,,True
19555702,unavailable,pubget,,True
19589502,unavailable,pubget,,True
19651401,unavailable,pubget,,True
19883494,unavailable,pubget,,True
19969089,unavailable,pubget,,True
20674090,unavailable,pubget,,True
21106812,unavailable,pubget,,True
21712804,unavailable,pubget,,True
21896496,unavailable,pubget,,True
21907809,unavailable,pubget,,True
21998031,unavailable,pubget,,True
22401827,unavailable,pubget,,True
23887812,unavailable,pubget,,True
24493837,unavailable,pubget,,True
25997918,unavailable,pubget,,True
27819447,unavailable,pubget,,True
28045309,unavailable,pubget,,True
31305099,unavailable,pubget,,True
33529742,unavailable,pubget,,True
