pmid,type,source,full_text_path,in_included_set
11263683,unavailable,pubget,,True
11696673,unavailable,pubget,,True
15456932,unavailable,pubget,,True
15997015,unavailable,pubget,,True
17443018,unavailable,pubget,,True
18187528,unavailable,pubget,,True
1877728,unavailable,pubget,,True
1953418,unavailable,pubget,,True
19860794,unavailable,pubget,,True
19929136,unavailable,pubget,,True
2088347,unavailable,pubget,,True
2106374,unavailable,pubget,,True
21410483,unavailable,pubget,,True
21799209,unavailable,pubget,,True
2184830,unavailable,pubget,,True
21919920,unavailable,pubget,,True
22070867,unavailable,pubget,,True
22155560,unavailable,pubget,,True
22334058,unavailable,pubget,,True
23240997,unavailable,pubget,,True
23364872,unavailable,pubget,,True
23442156,unavailable,pubget,,True
23541231,unavailable,pubget,,True
23642578,unavailable,pubget,,True
24700453,unavailable,pubget,,True
24961871,unavailable,pubget,,True
25208190,unavailable,pubget,,True
25769320,unavailable,pubget,,True
26088967,unavailable,pubget,,True
26343988,unavailable,pubget,,True
26404018,unavailable,pubget,,True
26408800,unavailable,pubget,,True
27053210,unavailable,pubget,,True
27739397,unavailable,pubget,,True
27829310,unavailable,pubget,,True
27830632,unavailable,pubget,,True
27869301,unavailable,pubget,,True
27883214,unavailable,pubget,,True
27917536,unavailable,pubget,,True
28656347,unavailable,pubget,,True
28960637,unavailable,pubget,,True
29105114,unavailable,pubget,,True
30058761,unavailable,pubget,,True
30204241,unavailable,pubget,,True
30976547,unavailable,pubget,,True
31217828,unavailable,pubget,,True
31365137,unavailable,pubget,,True
3736773,unavailable,pubget,,True
6784549,unavailable,pubget,,True
9153520,unavailable,pubget,,True
9542891,unavailable,pubget,,True
